termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1144","011564","Electronic Circuits for Biomedical Application","Naveen Verma","ELE 404","","ELE 203  ELE 208  ELE341 (recommended  exceptions by instructor's permission).","Start by analyzing biological systems to understand the origins of some of the signals that they present. Develop circuit models of these systems to determine what instrumentation circuits are required at the interface so that the signals can be reliably acquired. Study analog circuit topologies based on MOSFETs for low-noise instrumentation and processing of the signals. Study digital topologies based on MOSFETs for extensive computations on the biological signals. Analyze the trade-offs between the analog and digital topologies. Emphasis is on design and analysis using circuit simulators."
"1144","008007","Financial Risk Management","Birgit Rudloff","ORF 435","","ORF 245  ORF 335 or ECO 465 (concurrent enrollment okay) or instructor's permission required.","This course covers the basic concepts of modeling  measuring and managing financial risks. Topics include portfolio optimization (mean variance approach and expected utility)  interest rate risk  pricing and hedging in incomplete markets  indifference pricing  risk measures  systemic risk."
"1144","003913","Topics in Modern Italian Cinema - The New Italian Cinema (in English)","Gaetana Marrone-Puglia Giovanni Riotta","ITA 310 VIS 443","LA","","This course looks at the way Italy has expressed its cultural  political  and social individuality in major cinematic works from the 1980s to the present. Directors such as Bertolucci  Moretti  Tornatore  Ozpetek  and Benigni offer a panorama of a generation of filmmakers that has contributed to the renewal of Italian cinema. Topics will be drawn from current issues  and will include the Holocaust and questions of memory  terrorism  political violence  migration  gender ideologies  the Mafia. Emphasis on film style and techniques."
"1144","000882","Laboratory in Molecular Biology","Aleksandra Snyder Lindsay M. Steirer","MOL 350","STL","MOL 342 (or permission). This course is required for Molecular Biology Majors..","The major objective of the course is to introduce students to a variety of tools required to conduct independent research in the field of molecular biology. While completing original research  students will employ a number of techniques that are used by molecular biologists  molecular geneticists  and biochemists. Upon completion of the course  students should have gained an understanding of how  when and why certain techniques and skills are used in a research setting. In addition  students will learn to write a research report modeled on the scientific literature."
"1144","011660","Responsible Conduct of Research in Political Science","Kristopher W. Ramsay","POL 599","","","This seminar is concerned with the professional obligations of political science researchers. This course is designed to raise those concerns and develop in students an appreciation for the issues that they might confront as they do their work. Topics addressed includes the relationship of political science as an academic discipline to democratic politics and institutions  advocacy and objectivity in political science  plagiarism and academic misconduct  human subjects and fieldwork in research  institutional review boards  funding sources and intellectual integrity  collaboration  and mentoring."
"1144","006809","Psychology for Policy Analysis and Implementation","Alin I. Coman Elizabeth L. Paluck","WWS 502","","","Course covers basic concepts and experimental findings of psychology that contribute to an understanding of the effects of policy on human behavior and well-being; and psychological factors that affect the formulation  communication  and execution of policy. Topics include a descriptive analysis of boundedly rational judgment and decision making  a consideration of social motives and attitudes  and an introduction to the ways in which agents influence and negotiate with one another  including an examination of the psychological roots of conflict."
"1144","008487","Information Retrieval  Discovery  and Delivery","Andrea S. LaPaugh","COS 435","","COS 226 and some familiarity with linear algebra..","This course examines the methods used to gather  organize and search for information in large digital collections (e.g. web search engines). We study classic techniques of indexing documents and searching text and also new algorithms that exploit properties of the Web (e.g. links) social networks and other digital collections  including multimedia collections. Techniques include those for relevance and ranking of documents  exploiting user history  and information clustering. We also examine systems aspects of search technology: how distributed computing and storage are used to make information delivery efficient."
"1144","001287","Intellectual History of China from the Ninth to the 19th Century","Willard J. Peterson","EAS 416 HIS 416","HA","A prior course in East Asian Studies is desirable but not required..","The course centers on the changing role of the intellectual elite -- how they were recruited  their relationship to holders of powers  their attitudes toward the past and their cultural heritage. The aim of the course is to provide a clearer understanding of the burdens and privileges of intellectuals in Chinese society."
"1144","000389","Founding  Building  and Managing an Architectural Practice - Business and Legal Issues in Architectural Practice","J. Robert Hillier","ARC 563","","","Review and analysis of the dynamics and process inherent in starting  developing  managing and operating an architectural practice  including marketing  finance  human resources  project process  liability  insurance  and general management. Areas of particular emphasis include project accounting  public presentations  and the development of a business plan."
"1144","002735","Literature and Society - Novel  Epic and Empire","Simon E. Gikandi","ENG 574","","","This course explores how the novel engages with the problem of alienation in the modern world by appropriating and reformulating epic form. What happens when the private systems of novelistic characters are at odds with normative values and social systems? What form does the novel take when alienation is no longer an obstacle to be overcome but a mark of being? What is the historical and philosophical meaning of form in a world that is \"gone out of joint\" (Lukacs)? We focus on a set of texts that emerge at moments of crisis and transition--from empire to nation  \"primitive\" accumulation to capitalism  and from slavery to freedom."
"1144","008375","Cultural Landscapes","Emma K. Ljung","WRI 146","","","See the Princeton Writing Program website."
"1144","003562","Readings in American Legal History  1607-1977","Hendrik A. Hartog","HIS 573","","","This course addresses the issues and methods in the study and interpretation of American legal history. Students may elect to take this as a research seminar."
"1144","007907","Playwriting II: Intermediate Playwriting","Deborah Stein","THR 305","LA","THR 205 and Program Director's permission. Please contact Professor Tim Vasen for more information at: tvasen@Princeton.edu.","A workshop in creating theatre collaboratively  with a specific emphasis on how the specific tools of playwriting (plot  character  structure  language  spectacle) translate to an ensemble devising process. How do we  as writers  participate actively as authors and visionaries in a landscape that has many voices? How do we write scripts that can serve as an instigating impulse for a company? How do we write scripts  on our own or within a group  that provide space for collaborators - without sacrificing our own authorial vision or voice?"
"1144","012590","The Formation of Christian Art","Charles E. Barber","ART 316 HLS 316 CLA 213","LA","","Art in late antiquity has often been characterized as an art in decline  but this judgment is relative  relying on standards formulated for art of other periods. Challenging this assumption  we will examine the distinct and powerful transformations within the visual culture of the period between the third and sixth centuries AD. This period witnesses the mutation of the institutions of the Roman Empire into those of the Christian Byzantine Empire. The fundamental change in religious identity that was the basis for this development directly impacted the art from that era that will be the focus of this course."
"1144","012685","How to Write A Song","Paul B. Muldoon Wesley Stace","CWR 211 MUS 212","LA","Some familiarity with writing and/or music composition. Please visit the Creative Writing Program website for application information. This course cannot be audited.","An introduction to the art of writing words for music  an art at the core of almost every literary tradition from Homer through Beowulf to W.B Yeats and beyond. Composers and writers will have the opportunity to work in small songwriting teams to respond to such emotionally charged themes as Contempt  Gratitude  Revenge  Desire  Disgust  Joyousness  Remorse  Loneliness  Despair and Defiance. Assignments are based on study of a range of works in the popular song tradition. The final exercise will be a public showcase of work from the semester."
"1144","012576","A History of Early Modern Japanese Thought: An \"Ecological\" Approach","Federico Marcon","EAS 580 HIS 580","","","This seminar introduces the history  texts  and ideas developed by Tokugawa-period thinkers. A selection of primary and secondary sources  both in English and Japanese  help students familiarize with the terminology  issues and problems of early modern Japanese thought  with the social conditions and organization of intellectual production  and with the changing interpretative paradigms in the intellectual historiography of the last sixty years."
"1144","003207","Topics in Literary and Cultural Theory - Alexander Kluge and the New Left","Devin A. Fore","GER 520","","","First emerging from the camp of German critical theory in the early 1960s  Alexander Kluge has become one of the most important figures in the New Left today. Indeed  the corpus of media theory  philosophy  fiction  film and television work that he has assembled over the last half-century has acquired new legibility and actuality since the financial crisis of 2008. Moving through the major stations in his body of work  this seminar focuses in particular on Kluge's renewal of the Frankfurt School's Freudo-Marxist paradigm as well as his relationship to other contemporaneous currents within the European (esp. French) Left generally."
"1144","008546","Environmental Chemistry of Soils","Satish C. Myneni","GEO 470 CHM 470","","Prerequisites: CHM 331  or any other basic chemistry course..","Focuses on the inorganic and organic constituents of aqueous  solid  and gaseous phases of soils  and fundamental chemical principles and processes governing the reactions between different constituents. The role of soil chemical processes in the major and trace element cycles  and the biogeochemical transformation of different soil contaminants will be discussed in the later parts of the course."
"1144","011874","American Political Institutions","Paul Frymer","POL 542","","","This seminar is part of the two-course sequence of the core curriculum in American politics and provides an introductory survey of American political institutions. Provides an overview of the various problems for which institutional solutions are sought (e.g.  problems involving collective action  delegation  and social choice) as well as a detailed assessment of some of the scholarly literature that investigates political institutions."
"1144","001386","Statistics and Data Analysis for Economics","Ulrich K. Mueller","ECO 202","QR","MAT 103.","An introduction to probability and statistical methods for empirical work in economics. Probability  random variables  sampling  descriptive statistics  probability distributions  estimation and hypotheses testing  introduction to the regression model."
"1144","011559","Screenwriting: Creating Visual and Emotional Unity","Christina Lazaridi","CWR 349 VIS 349","LA","Interested students complete a Creative Writing application (please visit the program website) by attaching a statement about why they want to take the course and  optionally  a 3-4 page creative writing sample in any genre..","This class will familiarize students with the complex use of metaphorical  emotional  and visual threads in screenplay writing. Analyzing examples of international  independent  and classical structures  students will be exposed to the rhythms and demands of the process of conceiving and writing a long form narrative film."
"1144","002514","Transmission and Compression of Information","Emmanuel A. Abbe","ELE 486 APC 486","","ELE 301 and ORF 309 are prerequisites..","Introduction to information theory. Algorithms for data compression. Principles of error correcting codes. Digital modulation and demodulation."
"1144","011643","Readings in Japanese Religions - The Buddhist Tradition","Jacqueline I. Stone","REL 533","","","In this seminar we read representative examples of Buddhist texts in Japanese and kanbun from the Heian through modern periods. Readings are drawn from multiple genres and may include doctrinal writings  ritual manuals  didactic tales  sermons  and personal letters. Supplementary readings in Japanese and English scholarship may be assigned. To some extent  readings may be chosen to accommodate participants' research interests. Use of bibliographic and reference sources is also introduced."
"1144","009042","Superhero Trials","Sajan Saini","WRI 172","","","See the Princeton Writing Program website."
"1144","001267","Chinese Poetry","Ping Wang","EAS 331 COM 331","LA","2 years of Chinese..","Close study of classical Chinese poetry from different historical periods; discussion of the art in the original  in English translation  and in its contemporary adaptation."
"1144","005647","Childhood Psychopathology","James P. Hambrick","PSY 319","SA","PSY 207 or PSY 254.","Examines major forms of childhood psychopathology  including autism and other life-span disorders. Issues such as childhood trauma  prevention  and continuity in the development of later adult disorders are also considered. Observations of and interactions with children with autism are also included in the course."
"1144","003931","Advanced Japanese II","Hisae Matsui Rie T. Morgen","JPN 302","","","The course is designed to further students proficiency in four skills aiming at ACTFL-ETS advanced level. Reading materials include the Japanese anime \"Sen to Chihiro no Kamikakushi (Spirited Away)\" and selected readings from works in the original language."
"1144","010301","Close Relationships","J. Nicole Shelton","PSY 327","SA","","Close relationships are at the core of the human experience. You already have extensive experience with relationships of many sorts--family bonds  friendships  and probably romantic partnerships as well. The objective of this course is to introduce you to the scientific perspective on close relationships. You will learn how research psychologists apply the scientific method of data collection and analysis to investigate how people experience and think about relationships in general  and romantic relationships in particular."
"1144","005579","The Brain: A User's Guide","Barry L. Jacobs","PSY 208","EC","","The course provides a basic introduction to neuroscience  especially as it impacts upon practical issues: mental disease  drugs  neurological disorders  development  learning  memory  etc. It is intended for students who are not planning to concentrate in the life sciences. It is hoped that some students may get stimulated by this course and decide to concentrate in aspects of psychology  biology  philosophy  or engineering as they relate to mind and brain."
"1144","004333","The Structure and Meaning of Words","Edwin S. Williams","LIN 306","EC","LIN 201.","The course will treat the structure of words and the structure of the overall lexicon for human languages. Topics included will be: the rules of word formation; the relation between syntax and the lexicon; the psychology of the lexicon  including an examination of studies of the storage and access of lexical items; the semantics of complex words; the phonology of word formation; lexical redundancy and the learning of the lexicon. Students will prepare one short class presentation on a topic in consultation with the instructor."
"1144","005192","High-Energy Physics","James D. Olsen","PHY 529","","","An overview of modern elementary particle physics and the Standard Model. Specific topics include: weak decays  W and Z physics  deep inelastic scattering  CP violation  neutrino oscillations  Higgs searches  with an emphasis on areas of current interest. Course also covers concepts in experimental tools and techniques."
"1144","003245","Ancient Greek: An Intensive Introduction","Janet D. Downie","CLG 103","","","This is an intensive introduction to Greek grammar. It covers in one semester material usually done in the standard two-semester introductory sequence (CLG 101/102). Students who complete this course and then take CLG 105 in the fall will be able to complete the usual three semesters' sequence in two and can fulfill the language requirement by taking only one additional course  typically CLG 108. This course aims at providing a reading knowledge of Classical Greek  quickly."
"1144","007998","Optimization","Robert J. Vanderbei","ORF 307 EGR 307","","MAT 202 or 204. Basic computer programming knowledge suggested..","Many real-world problems involve maximizing a linear function subject to linear inequality constraints. Such problems are called Linear Programming (LP) problems. Examples include min-cost network flows  portfolio optimization  options pricing  assignment problems and two-person zero-sumgames to name but a few. The theory of linear programming will be developed with a special emphasis on duality theory. Attention will be devoted to efficient solution algorithms. These algorithms will be illustrated on real-world examples such as those mentioned."
"1144","012275","Finance and Public Policy","Jeffrey R. Shafer","WWS 408","SA","ECO 100 and ECO 101.","This course will examine the public policy issues raised by financial markets  including their role in allocating savings to investment  supporting economic growth  preserving systemic stability and pursuing non-economic objectives. It will examine the nature of theoretical efficient financial markets alongside the failures of real markets arising from instability of liquidity  asymmetric information  distorted information  incentives in large complex organizations and the social  cognitive and emotional factors shaping behavior. It will assess government interventions to correct market failures and their unintended consequences."
"1144","012038","Sex in Ancient Judaism and Christianity","Moulie Vidas","REL 344 JDS 344 GSS 344","HA","","Contemporary discussions about sexuality are filled with Jewish and Christian texts from antiquity. Quotations from the Bible and its ancient interpretations are continuously used to make claims about sexual behavior and sexual desire. Yet these texts themselves come from a very different world  with values  facts and passions of its own. This course examines the classical Jewish and Christian texts on sexuality within their own ancient historical context. Throughout the course  we will emphasize the diversity of positions in antiquity and the broad cultural conversations in which these positions were staked."
"1144","008134","The Politics of Development","Evan S. Lieberman","POL 351 WWS 311","SA","Not open to freshmen without permission of instructor..","This course investigates the key political drivers of human development through careful consideration of theory and comparative analysis. Topics include state-building  colonialism  ethnic conflict  global integration  multi-level governance  and global public health."
"1144","012688","Israeli Literature and Film  1948-Present","Alan L. Mintz","JDS 213","LA","","Through fiction and film  the course explores the key topics in Israeli society and culture: the construction of the sabra  kibbutz and collectivist ideology  the impact of the Holocaust  military service and traumatic memory  gender and women's writing  Sephardim and Mizrahim  Israeli-Palestinian relations  and the religion nationalism and ultra-Orthodoxy."
"1144","010455","Reasoning about Computation","Moses S. Charikar","COS 340","QR","COS 126 and 226 (or sufficient mathematical background)  and MAT 175  202  204. COS 226 can be taken along with COS 340 in the same term. Please contact the professor directly with any questions you may have..","An introduction to mathematical topics relevant to computer science. Combinatorics and probability will be covered in the context of computer science applications. The course will present a computer science approach to thinking and modeling through topics such as dealing with uncertainty in data and handling large data sets. Students will be introduced to fundamental concepts such as NP-completeness and cryptography that arise from the world view of efficient computation."
"1144","010277","Engineering Projects in Community Service (EPICS): Non-credit","Jay B. Benziger Elie R. Bou-Zeid Michael G. Littman Catherine A. Peters","EGR 450","","Seniors only (except for juniors who have completed EGR 351)..","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1144","008762","Ethics of Human Experimentation  The","Andrew P. Zwicker","WRI 167","","","See the Princeton Writing Program website."
"1144","011951","Islam Across the Indian Ocean","Michael F. Laffan","HIS 537","","","This seminar will consider Islam and mobility across the Indian Ocean  discussing ways that Southeast Asians  Africans  and Indians have created their distinct communities while nonetheless declaring themselves to be of one discrete entity: the Umma. Alongside discussions of knowledge creation  orientalism and nationalism  the seminar will also explore issues relating to global projects for religious and political reform  using Indonesia as a primary example."
"1144","009161","Computational Finance in C++","Matthew J. Lorig","ORF 531 FIN 531","","Junior & Senior enrollment by Instructor permission only--must contact instructor PRIOR to signing up.","The intent of this course is to introduce the student to the technical and algorithmic aspects of a wide spectrum of computer applications currently used in the financial industry  and to prepare the student for the development of new applications. The student will be introduced to C++  the weekly homework will involve writing C++ code  and the final project will also involve programming in the same environment."
"1144","004401","Music Theory through Performance and Composition","Dmitri Tymoczko","MUS 106","LA","MUS 105 or permission of the instructor. This course is a prerequisite for all upper-level theory work  and should be taken by any freshman considering majoring in music  entering the Certificate Program  or taking upper-level music courses..","A continuation of MUS 105  with an emphasis on the harmonic and formal principles of Western classical music. We will focus on modulation  chromatic harmony  and form  continuing to study and compose music in classical and other styles."
"1144","008172","Analysis III: Integration Theory and Hilbert Spaces","Mihalis Dafermos","MAT 425","QR","MAT 215  218 or equivalent..","The theory of Lebesgue integration in n-dimensional space. Differentiation theory. Hilbert space theory and applications to Fourier Transforms  and partial differential equations. Introduction to fractals. This course is the third semester of a four-semester sequence  but may be taken independently of the other semesters."
"1144","011454","Algebraic Geometry","Aurel Mihai Fulger","MAT 457","","","Introduction to affine and projective algebraic varieties over fields."
"1144","002078","Computer Networks","Michael J. Freedman","COS 461","","COS 217.","This course studies computer networks and the services built on top of them. Topics include packet-switch and multi-access networks  routing and flow control  congestion control and quality-of-service  Internet protocols (IP  TCP  BGP)  the client-server model and RPC  elements of distributed systems (naming  security  caching) and the design of network services (multimedia  file and web servers)."
"1144","001483","Civitas Foundation Finance Seminar","Valentin Haddad","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1144","006911","Topics in International Relations - US Diplomacy  The Arab Gulf States and Their Neighbors","Barbara K. Bodine","WWS 556 NES 559","","","Seminar examines the political  social  economic and strategic dynamics within the six members of the Gulf Cooperation Council and their neighbors. Course explores the context and complexities of these regional actors  the effect of recent US policies  the impact of the Arab Awakening and opportunities and limitations of US influence on national interests. Topics include sectarianism  Islamism  political liberalization  post-oil globalized economies; intra-GCC and intra-regional rivalries and competitions  and the rise of new powers  including Turkey  India and China."
"1144","012111","Grand Strategy","Aaron L. Friedberg","WWS 315 POL 393","SA","Some knowledge of U.S. European  and/or Asian history is essential  through there are no prerequisite courses.","Grand strategy is the broad and encompassing policies and undertakings that political leaders pursue-financial  economic  military  diplomatic-to achieve their objectives inpeacetime and in war. This course will examine the theory and practice of grand strategy both to illuminate how relations among city-states  empires  kingdoms and nation states have evolved over the centuries and also to identify some common challenges that have confronted all who seek to make and execute grand strategy from Pericleses to Barack Obama."
"1144","011049","Asian Capital Markets","Jean-Christophe de Swaan","ECO 492","SA","For those who are unable to register because the course is full  please contact Professor De Swaan directly (jdeswaan@princeton.edu). Juniors need special permission from instructor to enroll..","Course explores the increasing weight of Asia in global financial markets and its implications. It frames the discussion in the context of the globalization of financial markets  with emphasis on concepts of economic development  institutional reform of markets  and public and private market investments. Discussions combine analysis of historical trends and recent data and events with insights from practical experience in Asian markets. Course explicitly considers China's gradual shift toward a capital market-based financial system and the policy decisions faced by the Chinese and US governments relative to existing global imbalances."
"1144","003158","German Intellectual History - Cultural Theory of the Frankfurt School","Michael W. Jennings Thomas Y. Levin","GER 306","EC","","This seminar will undertake an examination of the work of the \"Frankfurt School\" of critical social theory on questions of modern mass culture. We will focus on the textual debates between Theodor Adorno  Walter Benjamin  Max Horkheimer and Siegfried Kracauer on the complex relationship of aesthetics and politics. These often polemical socio-philosophical texts attempt to map a contemporary cultural landscape reconfigured by \"culture industry \" transformations in perception  the emergence of the mass  and new technologies such as the gramophone  radio  cinema  and television."
"1144","011949","Responsible Conduct of Research in Economics","Christopher A. Sims","ECO 505","","","This seminar is designed to help graduate students in economics cultivate ethical research practices they may apply in future work at or beyond the University. Students are encouraged to discuss concerns that may arise during the conduct of their research with experienced faculty and devise solutions for dealing with these concerns. The course provides necessary training for newly mandated RCR training for graduate students supported by government grants  and is required for successful completion of the program."
"1144","000348","The Environmental Engineering of Buildings  Part II","Mahadev Raman","ARC 515","","","Study and evaluation of mechanical and electrical system applications for different building types  including air conditioning  electrical  plumbing and telecommunications. Emphasis on design integration with architecture and structure within the construction process including sustainable design and energy conservation. Introduction to vertical transportation  life safety systems  and intelligent buildings. Emphasis on a conceptual approach using case studies and field trips."
"1144","005185","Advanced Quantum Field Theory","Igor R. Klebanov","PHY 510","","","Relations between Quantum Field Theory and Statistical Mechanics  Renormalization Group  Non-Abelian Gauge Theories  Asymptotic Freedom  Quantum Chromodynamics  Chiral Lagrangians  General Constraints on RG Flows."
"1144","004665","Themes in Islamic Culture - History 600-1800","Michael A. Cook","NES 503","","","This year the course will be a seminar on Islamic history from 600 to 1800 intended to prepare students for Generals and for eventually teaching such a course."
"1144","004173","Theory of Games","Stefan H. van Zwam","MAT 378","QR","MAT 202  204  217 or equivalent. MAT 215 or equivalent is recommended..","Games in extensive form  pure and behavioral strategies; normal form  mixed strategies  equilibrium points; coalitions  characteristic-function form  imputations  solution concepts; related topics and applications."
"1144","006705","Methodology of Spanish Language Teaching: Seminar and Practicum","Alberto Bruzos Moro","SPA 500","","","This course is an introduction to key terms and ideas in the field of second-language acquisition and core issues in teaching modern foreign languages  with special attention to Spanish and Portuguese. Students will develop and practice skills and techniques of teaching foreign languages  selection of content and materials  evaluation of student performance  and self-assessment of their own pedagogical practices. The theoretical foundation will be applied to the teaching of the four skills (speaking  listening  reading  and writing). The teaching of culture and the use of new technologies will be also considered."
"1144","003898","Beginner's Italian II","Sara Teardo  Daniela B. Antonucci Marina Spinazzi","ITA 102","","ITA 101 or Permission of Instructor..","Further study of Italian grammar and syntax with increased emphasis on vocabulary and idiomatic expressions. Skills in speaking and writing (as well as understanding) modern Italian will also be further developed. Some aspects of Italian culture and civilization will be touched upon."
"1144","005441","International Political Economy","Joanne S. Gowa","POL 585","","","An introduction to the subfield of international political economy  covering basic topics in the politics of both trade and finance."
"1144","012564","Holocaust of European Jews: Witnessing in Literature and Personal Documents","Irena G. Gross Jan T. Gross","HIS 508","","","Representation of the Holocaust is recognized as a deeply problematic challenge. We will examine issues of representation and investigate how the experience is reflected in personal documents and works of fiction."
"1144","007205","Intermediate Turkish II","Erika H. Gilson","TUR 107","","TUR 105 or Permission Of Instructor..","To enable students to communicate in Modern Turkish  and to read Turkish (current events  editorials  literature and academic writings) with some speed and accuracy."
"1144","001408","International Trade","Silvia Weyerbrock","WWS 301 ECO 352","SA","WWS 300 or ECO 300  or ECO 310.","This course analyzes the causes and consequences of international trade and foreign direct investment. We investigate why nations trade what they trade  and who gains and who loses from trade. We then study the motives for countries and organizations to restrict and regulate international trade and study the effects of such policies on economic welfare. Topics covered will include trade and growth  trade and wages  labor migration  multinationals and outsourcing  trade negotiations  regional economic integration  and trade policy in developing countries."
"1144","011507","Social and Political Lives of Humor  The","Timothy C. Haupt","WRI 199","","","See Princeton Writing Program website."
"1144","003856","Investigative Journalism - Private Interests vs. Public Policy","David Kocieniewski","JRN 445","SA","Enrollment by application - see course web address.","At a time when trust in public institutions is near historic lows  the ability to uncover and understand the unseen forces influencing democracy is more crucial than ever. With the help of guest speakers from business  journalism and the public sector -- as well as a field trip to an investigative newsroom -- this seminar will explore how various commercial  labor and special interest groups use their power to sway government decision-making. It will also teach students techniques to investigate and write about issues  and influence peddling  with depth and clarity."
"1144","003213","Topics in German Literature - Poetry and Philosophy","Sarah M. Pourciau","GER 526","","","This course explores the relationship between poetry and philosophy within the context of the German tradition. We read works of philosophy inspired by poets  works of poetry inspired by philosophers  and works whose status lies bizarrely in between  in addition to some of the theories and commentaries that seek to pinpoint the epistemic contribution of such hybrids. In the process  we ask ourselves all the most basic questions about the possibility of a specifically literary truth  but we do so on the presumption that even these basics will turn out to be historically conditioned."
"1144","005834","Global Change and the Impact of Human Activities on the Biosphere: The Everglades Today and Tomorrow","Anne M. Morel-Kraepiel","FRS 116","STN","","See website"
"1144","006333","Topics in Russian Literature or Literary Theory - Contemporary Russian Poetry","Dmitry Kuzmin","SLA 531","","","This seminar will explore the extraordinary diversity of Russian poetry in the last four decades."
"1144","012678","Messiahs  Mystics and Rebels in the Islamic World","Matthew S. Melvin-Koushki","NES 382","HA","This seminar assumes no prior knowledge of Islamic history although some familiarity with the study of religion may be helpful..","This course surveys a representative selection of messianic movements and millenarian visionaries from the Islamic world (7th-19th centuries). Some emphasis will be placed on syncretic movements  common throughout early modern Eurasia  that sought to synthesize or reunite one or more of the monotheistic religions in preparation for the end of history. Revolution will be a dominant theme of the course. We will study the religious outlook of the members of such movements and the intellectual commitments of individual millenarian thinkers while also situating them in their social  political and cultural contexts."
"1144","012598","The Great War in the Middle East","Michael A. Reynolds","NES 406","HA","","World War I changed - and ended - the lives of millions. Its impact upon the Middle East is widely acknowledged but not often explored. The war destroyed the old imperial Ottoman order  paving the way to the elimination of the Caliphate and the emergence of nation-states across the Middle East and the Caucasus. It fundamentally altered concepts of identity  patterns of authority  notions of religion  and ethnic and political borders. This seminar examines the Great War in the Middle East from right before WWI through the immediate post-war period. Topics include geopolitics  empire  Pan-Islam  nationalism  ethnic conflict  Zionism  and oil."
"1144","012701","Useful Fictions: How and Why Mathematics is Developed and Then Changes the World","Keith Devlin","MAT 198","QR","","Provides a view of mathematics as a living  creative endeavor that classifies as both a science and art  giving a feeling for  and some mastery of  the mathematical way of thinking and an awareness of some of the many applications of mathematics. Starting from a broadly historical approach we will move to investigate several important areas of contemporary mathematics."
"1144","012228","Turkish Literature in Translation: From Omer Seyfettin to Orhan Pamuk","Nilüfer Hatemi","NES 424","LA","","This course introduces a concise look on modern Turkish literature predominantly through short stories. It aims to provide a sample of Turkish literary writing and basic knowledge of its actors and works. The reading list is naturally shaped by the limited number of English translations available  nevertheless it will offer a colorful picture of diverse authors  their works  literary themes and styles  as well as social  political and cultural issues in Turkey during the last century."
"1144","011246","Black Popular Music Culture","Daphne A. Brooks Joshua B. Guild","AAS 348 ENG 377","LA","","An introduction to major historical  theoretical  performative  and aesthetic movements and trends in black popular music culture from the 19th century through the present day."
"1144","007933","Practice Teaching","Christopher J. Campisano Todd W. Kent Kathleen M. Nolan Torey Wilson","TPP 402","","Admission to the Teacher Preparation Program is usually required. Application for fieldwork placement must be made in advance. Completion of Pre-professional portfolio..","Supervised practice teaching (a minimum of 12 weeks) in a secondary school. Teaching is done under the supervision of an accomplished teacher and a program staff member who regularly observe and discuss the student's practice teaching. Students gain firsthand experience in developing teaching strategies  planning and implementing instruction  assessing student learning  and classroom management. Must be taken concurrently with TPP 401."
"1144","001114","Survey of Selected Greek Literature - Survey of Greek Literature","Andrew L. Ford","CLA 502 HLS 502","","","A survey of major literary forms and works from the Archaic to the Greco-Roman period."
"1144","004171","Introduction to Graph Theory","Paul D. Seymour","MAT 375 COS 342","QR","MAT 202 or 204 or 217 or equivalent..","The fundamental theorems and algorithms of graph theory. Topics include: connectivity  matchings  graph coloring  planarity  the four-color theorem  extremal problems  network flows  and related algorithms."
"1144","011604","Health Psychology","Keiko T. Brynildsen","PSY 317","SA","One prior psychology course..","The objectives of this course are to understand the psychosocial processes that influence health and health care delivery. Topics to be examined are the psychophysiological and sociocultural bases of health and illness; pain; adaptation to chronic illness; stress; personality and illness; death  dying  and grief; substance use; health promoting behaviors; patient adherence; physician-patient communication; health care; and medical ethics and utilization."
"1144","003515","Topics in the History of Sex and Gender - History of Sexuality","Margot Canaday","HIS 519 GSS 519 HOS 519","","","A survey of important work in the history of sexuality  seeking to understand sexuality not only as a topic of historical inquiry but as a category of analysis. Seminar focuses on U.S. history (from colonial period to the present)  but some of the readings address contexts outside of the United States  as well as interdisciplinary and/or theoretical approaches to questions of gender/sexuality."
"1144","011280","Technology and Society","Angela N. Creager","EGR 277 SOC 277 HIS 277","SA","","Technology and society are unthinkable without each other - each provides the means and framework in which the other develops. To explore this dynamic  this course investigates a wide array of questions on the interaction between technology  society  politics  and economics  emphasizing the themes of innovation and maturation  systems and regulation  risk and failure  and ethics and expertise. Specific topics covered include nuclear power and waste  genetically-modified organisms  regulation of the internet  medical mistakes  intellectual property  the financial crisis of 2008  and the post-fossil-fuels economy."
