termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1152","008013","Directed Research II","Ronnie Sircar","ORF 510","","","This seminar is a continuation of ORF 509. Each student writes a report and presents research results. For doctoral students  the course must be completed one semester prior to taking the general examinations."
"1152","011541","Introduction to the Mechanics and Dynamics of Soft Living Matter","Clifford P. Brangwynne","CBE 533 MSE 523","","","This course introduces the concepts of soft condensed matter and their use in understanding the mechanical properties  dynamic behavior  and self-assembly of living biological materials. We will take an engineering approach that emphasizes the application of fundamental physical concepts to a diverse set of problems taken from the literature  including mechanical properties of biopolymers and the cytoskeleton  directed and random molecular motion within cells  aggregation and collective movement of cells  and phase transitions and critical behavior in the self-assembly of lipid membranes and intracellular structures."
"1152","000004","Introduction to the Study of African American Cultural Practices","Eddie S. Glaude","AAS 201","SA","","This course examines the past and present  the doings and the sufferings of Americans of African descent from a multidisciplinary perspective. It highlights the ways in which serious intellectual scrutiny of the agency of black people in the United States help redefine what it means to be American  new world  modern and post modern"
"1152","012529","Advanced Hindi-Urdu I","Robert L. Phillips","HIN 301 URD 301","LA","Intermediate Hindi / Intermediate Urdu or equivalent proficiency.","Close reading of selected literary materials  generally short stories  with additional focus on historical and social context  literary styles and trends. Literary texts supplemented with viewing of film  documentary  and author interviews  as well as germane poetry and music. Reading and writing assignments are provided in both Hindi and Urdu. Students choose their preferred format. In-depth classroom discussion and analysis of all materials."
"1152","012791","Tea  Large Jars  Warriors  and Merchants in Sixteenth-century Japan","Andrew M. Watsky","ART 422 EAS 422","LA","","The seminar is taught in conjunction with a special exhibition at the Art Museum  \"Chigusa and the Art of Tea in Japan \" and examines the diverse arts employed in the pre-modern Japanese practice of chanoyu (tea ceremony)  including ceramics  paintings  and architecture. Among the topics considered are the physical and conceptual adaptations of objects for chanoyu  the practice of bestowing proper names on inanimate things  tea men's invention of a new aesthetic ideal  and their creation of multi-media ensembles. The seminar emphasizes the study (and use) of actual tea objects  and readings include translations of pre-modern chanoyu texts."
"1152","002060","Operating Systems","Jaswinder P. Singh","COS 318","","COS 217 and COS 226. Audit option only available with instructor's permission..","An introduction to operating systems. Emphasis is on the fundamentals of how to design and implement an operating system. Topics include operating system structure  processes  threads  synchronizations  concurrent programming  interprocess communications  virtual memory  I/O device management  and file systems."
"1152","003779","Interdisciplinary Approaches to Western Culture I: History  Philosophy  and Religion","Susanna C. Berger|Denis Feeney|Daniel Heller-Roazen|Melissa Lane|Benjamin C. Morison|Jonathan P. Thakkar","HUM 217","HA","This course is primarily directed to exceptional freshmen  but sophomores are also welcome to apply. For details  please see the description for HUM 216..","In combination with HUM 216  this course explores the landmark achievements of European civilization from antiquity to the middle ages. Students must enroll in both 216 and 217  which constitute a double-course. The lecture component for HUM 217 is listed as TBA because all meetings are listed under HUM 216. There are no separate meeting times for HUM 217."
"1152","000744","Plasma Waves and Instabilities","Ilya Y. Dodin","AST 553","","","Wave phenomena in a cold magnetized plasma  including resonances  cut-offs  mode conversion  drift waves  weak collisions  energy transport and finite temperature effects over a wide range of frequencies. Development of the full hot plasma model for waves in locally homogeneous plasmas  including collisionless damping mechanisms such as Landau  cyclotron and TTMP damping  velocity-space instabilities and Nyquist analysis  hot plasma mode conversion  and Bernstein waves. Applications to plasma diagnostics  radiofrequency plasma heating and noninductive current drive  and magnetospheric propagation."
"1152","011645","Critical Trespasses: Theorizing Political and Intellectual Borders","Steven Chung","EAS 576","","","This seminar structures an encounter with theoretical writings about nation  subjectivity  power and culture  which are assembled for their relevance to \"East Asia.\" The collection is not meant to be comprehensive  but is intended to facilitate discussion of work that has shaped and revised active intellectual traditions. It starts with reflection on \"area studies\" as an academic discipline and move to considerations of national identity and nationalism. It proceeds to a study of power through psychoanalysis and \"neo-Marxism.\" Finally  it turns to practices - writing  media  technology - that embody and inflect these conceptual formations."
"1152","001409","International Monetary Economics","Mark A. Aguiar","ECO 353","SA","ECO 100 and ECO 101. Course not required for concentrators..","This course studies topics in open-economy macroeconomics and international finance. Topics include Exchange Rates Current Account Imbalances  Inflation  Sovereign Debt  and Open Economy Macroeconomics. The course will include economic theory as well as several applications."
"1152","000994","Inorganic Chemistry: Structure and Bonding","Susan K. VanderKam","CHM 407","STN","CHM 301/302  or CHM 303/304  or equivalent is required..","Structural principles and bonding theories are discussed for various classes of main group inorganic and transition metal coordination compounds. Includes an introduction to the electronic structure of d-orbitals and ligand field theory."
"1152","008436","Seminar. 19th-Century European Art","Bridget A. Alsdorf","ART 450 FRE 408","LA","","Impressionism and Post-Impressionism: New Approaches. This course will consider a range of recent scholarship -- both from the academy and museums -- that has shifted understandings of Impressionist and Post-Impressionist painting. By reading these texts against canonical ones  students will gain a deep and critical perspective on the state of the field. Special attention will be paid to methodology and changing approaches to the blockbuster exhibition. Artists discussed will include Cézanne  Degas  Monet  the Nabis  Pissarro  and Seurat. Field trips to museums in NYC  Philadelphia  and Washington."
"1152","007250","Major Filmmakers","P. Adams Sitney","VIS 343","LA","Please contact Professor P. Adams Sitney (padams@) for enrollment permission.","A seminar on the major films of Luchino Visconti  Robert Bresson  and Jean-Marie Straub (and Daniele Huillet) and their literary sources. All three filmmakers made important and eccentric adaptations of major literary texts."
"1152","010545","Economic Perspectives on Inequality (Half-Term)","Anne M. Piehl","WWS 590 ECO 581","","","Economics is centrally concerned with models of human capital development  educational attainment  labor market dynamics  unemployment  labor turnover  job duration  wage setting institutions  the role of unions  human capital formation  the relationship between economic status and other aspects of well-being (including health). Economists are essential partners in the behavioral study of preferences and decision making  mobility and redistribution  and the institutions of industrial relations that govern the labor market."
"1152","011797","Israeli Media: Barometer and Engine of Sociopolitical and Cultural Change","Anna Grinfeld","HEB 403","EM","","This course uses various forms of Israeli media  including television shows  web sites  blogs  and newspapers  to explore the ethical and moral dimensions of contemporary debates on cultural pluralism in Israel and tensions in Israeli society. Topics include relations between Jews and Arabs  rifts between Orthodox and secular Jews  and the challenges of accommodating and integrating into a single society immigrants who come from diverse backgrounds and lack a common immigrant experience. The course is intended for advanced speakers of Hebrew."
"1152","001443","Game Theory","Roland J. Benabou","ECO 514","","","This course provides a broad treatment of game theory and its applications  particularly in economics. Coverage includes such topics as: common knowledge and rationality  refinements of Nash equilibrium  auctions  bargaining  mechanism design  dynamic games  and reputation. This follows up on the introduction to game theory provided in the microeconomic sequence."
"1152","000491","Intermediate Arabic II","Anita Husen","ARA 107","","ARA 105 or permission of the department..","A continuation of ARA 105 Intermediate Arabic I. This course continues the development of students' speaking  listening  reading and writing skills."
"1152","011772","The Ordinary","Enrique Walker","ARC 425","","Course is best suited to students in the School of Architecture. Interested students from other departments should consult the instructor..","This course examines the notion of the \"ordinary \" and the ways in which it has been exploited as a site of inquiry in the architectural debate  particularly from the mid-1950s to the present. Structured upon a series of projects dealing with the scrutiny of so-called existing conditions--from Alison and Peter Smithson to Aldo van Eyck  Reyner Banham to Robert Venturi and Denise Scott Brown  Rem Koolhaas to Atelier Bow-Wow--we will interrogate the ways in which architecture has dealt with emergent and seemingly irreducible urban phenomena  as well as has by the same token constructed a peculiar practice of architectural theory."
"1152","000344","Structural Analysis for Architecture","Sigrid M. Adriaenssens","ARC 510","","","Elementary structural analysis for architecture students covering statics  strength of materials and approximate methods of analysis  including historical examples."
"1152","003422","The United States  1920-1974","Kevin M. Kruse","HIS 383","HA","PDF option is not available for History concentrators..","The history of modern America  with particular focus on domestic political and social changes. Topics include the Roaring 20s; the Great Depression and the New Deal; the homefront of World War II and the Cold War; the civil rights movement and the Great Society; the Vietnam War; the sexual revolution; the Silent Majority  the Nixon administration  and Watergate."
"1152","012503","Advanced Analysis","Elliott H. Lieb","MAT 523","","MAT325 and MAT335 or equivalent..","The course covers the essentials of the first eleven chapters of the textbook  \"Analysis\" by Lieb and Loss. Topics include Lebesque integrals  Measure Theory  L^p Spaces  Fourier Transforms  Distributions  Potential Theory  and some illustrative examples of applications of these topics."
"1152","002643","Modern Poetry","Meredith A. Martin","ENG 362","LA","","This course explores the continuities and divisions in British and American poetry through and alongside the ride of modernism. Our main activity will be close reading (often difficult) poems  but we will also look at manifestoes  media  and how modernism marketed itself at the beginning of the twentieth century as a break from nineteenth-century traditions. The question and problem of history and tradition itself will be central to our course. We'll ask why British and American poets at the beginning of the twentieth century felt such a strong urge to define themselves in opposition to their predecessors  and to one another."
"1152","009345","An Integrated  Quantitative Introduction to the Natural Sciences I","Peter Andolfatto|Pablo G. Debenedetti|Thomas Gregor|Joshua W. Shaevitz|Stanislav Y. Shvartsman|Eric F. Wieschaus","ISC 231 CHM 231 COS 231 MOL 231 PHY 231","STL","Familiarity with the calculus at the level of MAT 103/4 or Advanced Placement Calculus BC  solid high school physics and chemistry courses..","An integrated  mathematically and computationally sophisticated introduction to physics  chemistry  molecular biology  and computer science. This year long  four course sequence is a multidisciplinary course taught across multiple departments with the following faculty: T. Gregor  J. Shaevitz (PHY); P. Debenedetti  S. Shvartsman (CBE); J. Rabinowitz  H. Yang (CHM); P. Andolfatto (EEB); E. Wieschaus (MOL); O. Troyanskaya (COS); C. Broedersz  A. Leifer  B. Machta (LSI Fellows); J. Gadd (LSI). Five hours of lecture  one three-hour lab  one three-hour precept  one required evening problem session."
"1152","003955","Invective  Slander  and Insult in Latin Literature","Yelena Baraz","LAT 210","LA","LAT 108 or equivalent.","This course aims to build skills in reading literary Latin in a variety of genres  both poetry and prose  while introducing students to an important social function shared by many kinds of texts: Winning status and prestige by slandering a rival. The kind of insult that wins over an audience tells us much about Roman values in various realms of public and personal behavior."
"1152","010205","Remembering the Future","Kenneth J. Urban","WRI 194","","","See the Princeton Writing Program website."
"1152","011799","Territory and Group Conflict in International Relations","David B. Carter","POL 587","","","This course explores the role that territory plays in a variety of contexts in international relations. Although territory has been shown to be empirically central to the majority of violent disputes  explanations for why this is the case lag behind the evidence. Students analyze and compare the role territory plays in international conflict  the settlement of disputes  international trade  the effectiveness of treaties  civil wars  the settlement of civil wars  third-party intervention in civil wars  and rebel groups' choice of terrorism or insurgency in civil conflict."
"1152","009742","Program and Policy Evaluation","Jean B. Grossman","WWS 515","","WWS 507B/507C or instructor's permission.","This course introduces students to evaluation. It explores ways: to develop and implement research-based program improvement strategies and program accountability systems; to judge the effects of policies and programs; and to assess the benefits and costs of policy or program changes. Students study a wide range of evaluation tools; read and discuss both domestic and international evaluation examples and apply this knowledge by designing several different types of evaluations on programs of their choosing."
"1152","010425","Ornament Past and Present","Robert W. Bagley","ART 421","LA","","This course has three aims: close encounters with some of the world's major traditions of ornament  close examination of issues that arise in the study of ornament and its history  and the cultivation of skills for writing about ornament. One troublesome issue is simply the problem of defining \"ornament\" (or \"decoration\"): is this anything more than a catch-all category for arts traditionally excluded from \"the fine arts\"? Themes for discussion include plant  animal  and geometrical ornament; space constraints as a stimulus to invention; and the relations between ornament and architecture."
"1152","001064","Elementary Chinese I","Jincheng Liu|Jing Wang|Jing Yuan|Yongtao Zhang|Fang Zhou|Xin Zou","CHI 101","","No credit is given for CHI 101 unless it is followed by CHI 102..","An intensive introductory course in modern spoken and written Chinese  stressing oral-aural facility and the analysis of structure."
"1152","001800","Chemical Reactor Engineering","Stanislav Y. Shvartsman","CBE 504","","","Stoichiometry. Reaction kinetics and mechanisms. Types of chemical reactors. Steady-state and dynamic behavior of reactors. Mixing and non-ideal reactors. Porous catalysts. Stability and multiplicity. Multiphase reactors."
"1152","009672","Advanced Design Studio","Mario I. Gandelsonas","ARC 404","","This course is open to Architecture concentrators ONLY..","The Advanced Design Studio examines architecture as cultural production  taking into account its capacity to structure both physical environments and social organizations. A specific problem or topic area will be set by each studio critic  and may include a broad range of building types  urban districts or regional landscapes  questions of sustainability  building materials or building performance. Studio work will include research and data gathering  analysis and program definition. Students are expected to master a full range of design media  including drawing  model-making and computer-aided design."
"1152","002680","Major Author(s) - Faulkner  Ellison  Morrison","Christopher M. Brown","ENG 411","LA","","This course reads major works of three of the most acclaimed novelists of the twentieth century. The seminar will explore Faulkner's sweeping accounts of the tragic ambitions of a mythic South  the absurd trajectory of Ellison's singular protagonist  and the haunting lyricism of Morrison's re-writings of histories small and large We will pay careful attention to the ways in which each attends to the problematics of race  gender  class and language in their particular narratives of American identity  to the formal innovation and craft of their prose  and to the seemingly ongoing \"conversation\" between the three authors."
"1152","001090","Classical Mythology","Melissa Haynes","CLA 212 HUM 212 GSS 212 HLS 212","LA","","An introduction to the classical myths in their cultural context and in their wider application to human concerns (such as creation  sex and gender  identity  transformation  and death). The course will offer a who's who of the ancient imaginative world  study the main ancient sources of well known stories  and introduce modern approaches to analyzing myths."
"1152","005956","The Religions of China","Stephen F. Teiser","REL 226 EAS 226","EM","Open to students who have not taken prior courses in Religion or Chinese studies..","A thematic introduction to the history of Chinese religion. Topics include cosmology  ancestors  gods  mythology  ethics  shamanism  divination  gender  and mortuary ritual. Readings drawn from a wide range of sources  including sacred scriptures  philosophical texts  popular literature  and modern ethnography."
"1152","008403","Financial Risk Management","John M. Mulvey","ORF 535 FIN 535","","","This course covers the basic concepts of modeling  measuring and managing financial risks. Topics include portfolio optimization (mean variance approach and expected utility)  interest rate risk  pricing and hedging in incomplete markets  indifference pricing  risk measures  systemic risk."
"1152","012454","Notes on Color","James Welling","VIS 441 CWR 441 THR 441","LA","","This seminar will explore the idea of color through a wide range of scientific  philosophical and aesthetic theories. While the eyes of normally sighted human beings render color in roughly the same manner  our reactions and ability to \"see\" color vary. Far from being a fixed entity  color is a deeply personal and psychological component of human perception and art. In addition to readings  presentations  and discussions  students will be required to keep two kinds of color diaries-one using portable watercolors and another using language-to chronicle their color perceptions  as well as write a paper on an artwork they encounter on campus."
"1152","001448","Advanced Econometrics: Nonlinear Models","Kirill Evdokimov|Michal Kolesár","ECO 519","","","This is half of the second-year sequence in econometrics methodology (ECO 513 is the other). The course covers nonlinear statistical models for the analysis of cross-sectional and panel data. It is intended both for students specializing in econometric theory and for students interested in applying statistical methods to statistical data. Approximately half of the course is devoted to development of the large-sample theory for nonlinear estimation procedures  while the other half concentrates on application of the methods to various econometric models."
"1152","005590","Developmental Psychology","Casey Lew-Williams","PSY 254","EC","","Babies  who look like helpless blobs  are capable of impressive feats of learning. 3-year-olds  who can't tie their own shoes  know an astounding amount of information about their environments. We will focus on landmark studies that elucidate how children's biology  cognition  language  and social experiences interact to set the stage for what we do and who we are. Is the baby's world a 'blooming  buzzing confusion'  or do babies enter the world prepared to make sense of their environments? How can we understand the collaboration between nature and nurture? What changes over development from infancy to adolescence  and what remains constant?"
"1152","004882","Advanced Korean I","Eunjung Ji","KOR 301","","KOR 107  KOR 108 or placement test. This is a 3 day/week course..","Advanced Korean is designed to develop fluency in both oral and literary skills. Expansion of vocabulary  practice in reading comprehension as well as active skills of conversation and writing are stressed through short readings and class discussion. Readings include different styles of writings on various topics including Korean culture  society  and history. 100 characters of Hanjas are introduced."
"1152","012803","Sexuality  Public Culture and Medicine in East Asia","Everett Y. Zhang","EAS 306 ANT 386 GSS 317","SA","","This course addresses \"sexuality\" in relation to public culture and medical practices in contemporary East Asia (China  Japan and Korea). While discussing important theories  this course emphasizes social  cultural and historical contexts of sexual practices  such as China's post-Mao sexual revolution  Japan's emerging new femininity and masculinity  Korean aspiration for love. In showing the construction of normality/abnormality  this course highlights the centrality of sexual desire to one's subjectivity and continuous endeavors for the wellbeing of the population  communities and individuals and for the value of difference."
"1152","002722","Studies in the American Novel - Modernism and Retro-Realism","Lee C. Mitchell","ENG 559","","","This course examines twentieth-century fiction of the past half-century  to explore the swerve among forms of modernist and post-modernist experimentation  back to a more self-contained \"retro-realism.\" One question we address is what failed in modernism? Did it simply hit a limit  or are there new narrative adventures to pursue?"
"1152","008464","Numbers  Equations  and Proofs","Xiaoheng Wang","MAT 214","QR","","An introduction to classical number theory  to prepare for higher-level courses in the department. Topics include Pythagorean triples and sums of squares  unique factorization  Chinese remainder theorem  arithmetic of Gaussian integers  finite fields and cryptography  arithmetic functions and quadratic reciprocity. There will be a topic  chosen by the instructor  from more advanced or more applied number theory: possibilities include p-adic numbers  cryptography  and Fermat's Last Theorem. This course is suitable both for students preparing to enter the Mathematics Department and for non-majors interested in exposure to higher mathematics."
"1152","010775","Italian Civilization Through the Centuries","Pietro Frassica|Fiorenza A. Weinapple","ITA 220","LA","Italian 107 or Instructor's permission..","This course is designed to give an overview of pivotal moments in Italian culture  such as the relationship between Church and Empire in the Middle Ages  Machiavelli's political theory during the Renaissance  and the rise and fall of Fascism in the 20th century. Through the examination of the most relevant intellectual  historic  and artistic movements and their main geographical venues  students will be able to acquire a comprehensive understanding of the development of Italian history and civilization."
"1152","008724","Engineering in the Modern World","Michael G. Littman","CEE 102 EGR 102 MAE 102","STL","","Lectures and readings focus on bridges  railroads  power plants  steamboats  telegraph  highways  automobiles  aircraft  computers  and the microchip. We study some of the most important engineering innovations since the Industrial Revolution. The laboratory centers on technical analysis that is the foundation for design of these major innovations. The experiments are modeled after those carried out by the innovators themselves  whose ideas are explored in the light of the social environment within which they worked."
"1152","002725","Poetics - The Other Literary Traditions of the British Isles","Gwyneth Lewis","ENG 563","","","English currently dominates the literary life of the United Kingdom but  historically  the British Archipelago has always been far from monoglot. Other languages and their poetic traditions have had a formative influence on English from its earliest times. The first British war poem  Y Gododdin  was written in Welsh about a battle fought in Scotland. This seminar considers the influence of Welsh  Irish  Gaelic and Scots poetry on the English. It takes in Latin as a lingua franca until the end of WWI and explores the contemporary influence of Indian  Pakistani  Polish and Romani writing on modern verse."
"1152","008334","Contagion","Khristina F. Gonzalez","WRI 125","","","See the Princeton Writing Program website."
"1152","009186","Seminar in American Politics - Gender and American Politics","Tali Mendelberg","POL 422 GSS 422","SA","","This course examines the intersection of gender and politics in the United States."
"1152","006853","Topics in Domestic Policy Analysis - Implementing Urban Economic Development","Steven Strauss","WWS 527","","","In this course  we analyze examples of development strategies in the United States  Europe and Asia  at the urban and regional levels  with a focus on the practical role of city government leaders and strategists  and how to make their role more effective. This course is taught primarily through case studies. Most of the classes focus on economic development  but we also spend some time discussing related issues (such as sustainability and income inequality)."
"1152","004449","Advanced Workshop in Musical Composition - Topics in Twenty-First Century Tonality","Donnacha M. Dennehy","MUS 310","LA","Some previous compositional experience. Pick up application in Woolworth Room 310..","Music 310 is a composition course for independent  self-directed composers  working in any style. The major requirement is to compose your own music related to the topic  and to present it at our class concert at the end of the semester. You are responsible for finding your own performers and leading rehearsals. Purely electronic works or renditions are also acceptable. In addition  I will ask you to listen to various pieces over the course of the semester  and to comment on them. We may have a few assignments to get you started."
"1152","002733","Introduction to Critical Theory - Critical Latina/o Studies","Alexandra T. Vazquez","ENG 572 SPA 594 AAS 572 LAO 572","","","This course investigates the history and futurity of Latina/o Studies in the greater humanities. We will read canonical texts in Latina/o Studies and reanimate their influential if still undertheorized interventions. We will supplement these readings with recent work that opens up the field's familiar ontological coordinates. As we reimagine the field's key words and tropes  we will expand its methodological repertoire for the study of race  migration  and ethnicity in America. By placing these critical efforts in living relation to Latina/o performance  we will cultivate a sense of play to approach the new creative waves of Latinidad."
"1152","012800","Democracy","Carles Boix","POL 365","SA","Not open to auditors..","This course explores the following issues: the exercise of power in dictatorial regimes (and their institutional structure); the economic and social conditions that facilitate the transition to democracy and its consolidation; voting in democratic elections and decision-making in committees and assemblies or parliaments; the role of electoral institutions; the mechanisms through which politicians are accountable to the public; the nature and performance of presidentialism and parliamentarism; the role of inequality in democracy; the impact of globalization on the governance of contemporary democracies."
"1152","009053","Topics in Policy Analysis (Half-Term) - GIS for Public Policy","William G. Guthe|Tsering W. Shawa","WWS 593","","","This course is designed as a practical introduction to the use of computer mapping (Geographic Information systems) for policy analysis and decision-making. Students learn ArcGIS through examples of map applications. Students are expected to complete exercises and a final project applying GIS to a policy issue."
"1152","004967","Systematic Ethics","Jonathan Dancy","PHI 524 CHV 522","","","A graduate course on practical reasoning."
"1152","009046","Fakes  Frauds  and Charlatans","Andrew M. Hakim","WRI 176","","","See the Princeton Writing Program website."
"1152","009582","Political Economy","Thomas Romer","POL 349","SA","ECO 100  ECO 101  MAT 103.","Examines the role of political institutions in facilitating or hindering economic prosperity. We start with the basic tools of political economy - collective action  elections  and delegation. These tools are then applied to the problems of controlling rulers  and the persistence of inefficiency."
"1152","006883","Social Organization of Cities","Douglas S. Massey","WWS 537 SOC 537","","","A review of the historical emergence and social evolution of cities and urban life. Course presents current theories regarding the ecological and social structure of urban areas  and how urban social organization affects the behavior and well-being of human beings who live and work in cities."
"1152","003930","Advanced Japanese I","Hisae Matsui|Shinji Sato","JPN 301","","JPN 107. Students should have completed Intermediate (second-year) Japanese or equivalent as a prerequisite to admission in JPN 301.","This course is designed to further students' reading ability. Students will have ample opportunity to hear and use increasingly more sophisticated vocabulary and grammatical construction through discussion and composition. Japanese video tapes will also be incorporated into the course. Reading materials include \"Tobira\" and selected readings from works in the original language."
"1152","010857","Critical Perspectives in Global Health","João Biehl","GHP 350 WWS 380 ANT 380","SA","","This course introduces students to pressing disease and health care problems worldwide and examines efforts currently underway to address them. Taking an interdisciplinary approach  the course identifies the main actors  institutions  practices  and forms of knowledge production at work in the 'global health system' today  and explores the environmental  social  political  and economic factors that shape patterns and variations in disease and health across societies. We will scrutinize the value systems that underpin specific paradigms in the policy and science of global health and place present-day developments in historical perspective."
"1152","000234","Topics in Social Anthropology - States in Crisis","Elizabeth A. Davis","ANT 541","","","This seminar explores states in various kinds of crisis: their \"weakness\" and \"failure \" their borders and margins  their porosity and dysfunction  their proxies and pawning  their disasters and debts  their violence  their corruption - as well as opposition and threats to state power: dissidence  social movements  paramilitary organizations  communal and corporate sovereignty. Readings tack between theories of what the state is and is not  and recent ethnographies that propose critiques  re-imaginations  and oblique visions of the state - opening new avenues to examine agency  justice  economy  and social ties."
"1152","008273","Advanced Topics in Combustion I - Turbulent Combustion","Michael E. Mueller","MAE 539","","MAE 531 and MAE 553 are encouraged but not absolutely required..","Detailed treatment of the physics and subsequent modeling of turbulent combustion. Turbulent premixed  nonpremixed  and partially premixed combustion will all be discussed. Emphasis in the course will be placed on understanding relevant physical and chemical phenomena that lead to various modeling approaches (derived from both experiment and computation)  the implicit and explicit assumptions in the various modeling approaches  and the relative strengths and weaknesses of the various modeling approaches."
"1152","006268","Beginner's Russian I","Mark R. Pettus","RUS 101","","","The objective of RUS101 is to give a basic knowledge of Russian. All aspects of introductory grammar are thoroughly presented in this course  with emphasis on conversation throughout the term."
"1152","005101","Intermediate Modern Greek","Vasiliki Kantzou","HLS 105 MOG 105","","HLS 102 or permission of instructor.","To improve the students' oral and written skills and introduce them to themes in the Hellenic tradition through readings in Modern Greek literature."
"1152","002893","French Romanticism","Efthymia Rentzou","FRE 361","LA","FRE 207 or Permission of the Instructor..","This course studies literature  arts  and culture which manifest the Romantic vision and sensibility that was shaped in the French Revolution and diffused by the rise of bourgeois-industrial society. The course stresses poetry  the novel  and art  placing them in the context of the history of ideas. Romanticism is viewed in its relation with the past (classicism) but also with regard to the new modernist aesthetic emerging after the second half of the 19th century (e.g. Baudelaire). Close analysis of texts is combined with a broader perspective on the cultural significance of the movement."
"1152","012048","Art for Everyone","Fia Backström","VIS 219","LA","Restriction: This course is not open to students who took VIS 472  Special Topics in Visual Arts - Art for Everyone.","This studio class will address the increasing social pressure on art to become more widely distributed  immediately accessible  and democratically produced. For the past fifty years  expanding definitions of what art might be fueled by a greater emphasis on active audience participation have encouraged an atmosphere in which anyone can claim to be an artist. Through studio work in a wide range of graphic and digital media  supported by readings and discussions  this class will take a hands-on approach to the question of whether art by everyone for everyone constitutes a dreamed-of utopia  a universal banality  or a cultural nightmare."
"1152","012875","When Adolescence Goes Wrong: What They Didn't Tell You","Michael D. Litchman","FRS 153","SA","","Please see website"
"1152","000199","History of Anthropological Theory","Elizabeth A. Davis","ANT 390","HA","One course in Anthropology or instructor's permission..","This course is an introduction to fundamental theories and debates in social/cultural anthropology. We will examine the national and colonial origins of anthropology  considering how western encounters with non-western peoples in the 19th-20th centuries opened questions about human kinship  history  economy  religion  language  sexuality  and personhood that continue to shape the horizons of our thought today. We will study this inheritance critically  exploring the changing concepts  methods  and ethics of anthropological research and writing  and evaluate their bearing on questions of power  justice  and identity in the present."
"1152","001388","Microeconomic Theory","Sylvain Chassang","ECO 300","SA","Prerequisites: ECO 100 and MAT 103..","This is an intermediate microeconomics course. The general themes are: (1) choices made by individual consumers and firms  (2) equilibrium of the interaction of these choices in markets and (3) the role of government policy in improving economic outcomes. Some new concepts and techniques are developed  especially for studying behavior under uncertainty  and strategic interactions (game theory). The theory of each topic is accompanied by evidence  illustrations  and applications."
"1152","012258","Ethnography of Schools and Schooling","Jason R. Klugman","ANT 368","SA","Students should have a background (coursework or other experience) in anthropology  sociology  education or related fields..","Social scientists use ethnographic methods to describe and analyze the range and variation of daily interactions in schools. Ethnographic study allows researchers the opportunity to examine power dynamics that influence the daily life of students  teachers  administrators and parents. Vivid  critical ethnography helps us discover how cultural traditions  expectations  and opportunities are passed down to the next generation and how they impact school outcomes. This class will explore educational ethnography and students will complete observations hours in local schools and prepare a descriptive  mini-ethnography of a school community."
"1152","000729","Structure of the Stars","Adam S. Burrows","AST 514","","","Theoretical and numerical analysis of the structure of stars and their evolution. Topics include a survey of the physical process important for stellar interiors (equation of state  nuclear reactions  transport phenomena); and the integrated properties of stars and their evolution."
"1152","002439","Physics of Gases","Edgar Y. Choueiri","MAE 527","","","Physical and chemical topics of basic importance in modern fluid mechanics  plasma dynamics  and combustion science: statistical calculations of thermodynamic properties of gases; physical equilibria; quantum mechanical analysis of atomic and molecular structure including rotational and vibrational transitions; atomic-scale collision phenomena and excitation and ionization; emission  absorption  and propagation of radiation. Analyses of major greenhouse gases from point of view of molecular absorption and emission properties; discussion of effect of greenhouse gases concentration and disribution on climate equilibria."
"1152","011027","Ethics","Elizabeth Harman","PHI 525","","","Problems in ethics"
"1152","012429","Education Policy in the United States","Nathan B. Scovronick","WWS 387 AMS 387","SA","","This course will consider some of the major issues in education policy  with particular focus on attempts to secure equal educational opportunity. It will include discussions of desegregation and resource equity  education for immigrants and the handicapped  school choice and school reform  ability grouping and preferences in college admission."
"1152","003333","History of East Asia to 1800","Thomas D. Conlan|Willard J. Peterson","HIS 207 EAS 207","HA","P/D/F option is not available for History concentrators..","A general introduction to the history of the political cultures in China and Japan  with some heed to comparisons with developments in Korea and the Mediterranean worlds."
"1152","001392","Econometrics: A Mathematical Approach","Bo E. Honoré","ECO 312","QR","ECO 100  ECO 101  ECO 202 (or ORF 245)  MAT 175 (or 201 and 202).","This course is an introduction to econometrics. Econometrics is a sub-discipline of statistics that provides methods for inferring economic structure from data. This course has two goals. The first goal is to give you means to evaluate an econometric analysis critically and logically. Second  you should be able to analyze a data set methodically and comprehensively using the tools of econometrics."
"1152","012183","The Philosophy of Urban History","Manuel J. DeLanda","ARC 545","","","The class introduces students to the branch of the philosophy of history that specializes in cities. Cities are social entities that exist at an intermediate scale between the micro-level of individuals and the macro-level of society as a whole. Social science has tended to focus at those two extremes  while the intermediate meso-level has been neglected. The philosophy of urban history aims at remedying this situation  stressing not only the role of cities as historical actors  but also the role of other meso-level social entities from local communities and institutional organizations to urban regions and provinces."
"1152","007242","Introductory Video and Film Production","Keith J. Sanborn","VIS 261","LA","","A film/video course introducing the techniques of shooting and editing digital video. Works of film/video art will be analyzed in class to explore the development of  and innovations in  cinematic language. Production will be oriented toward film/video as a visual art  including narrative  documentary  and experimental genres. Several short video projects will be produced during the semester."
