termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1152","009049","Into the Wild","Christopher M. Kurpiewski","WRI 178","","","See the Princeton Writing Program website."
"1152","004205","Topics in Algebra - Representation Theory","Sophie M. Morel","MAT 449","QR","MAT345 or MAT346..","An introduction to representation theory of Lie groups and Lie algebras. The goal is to cover roughly the first half of Knapp's book."
"1152","002729","Criticism and Theory - Mimesis","Zahid R. Chaudhary","ENG 568 COM 568","","Students may not take a grade of incomplete (INC) in this course..","Mimesis  from its ancient to contemporary definitions  names a relation to the world that is also a formation of the self. This course emphasizes materialist and psychoanalytic understandings of mimesis  considering its imbrication in other spheres such as political economy  aesthetics  desire  mimicry  technological reproducibility  imperialism  racial politics  and play. Readings include Plato  Aristotle  Marx  Freud  Adorno  Benjamin  Auerbach  Chow  Spivak  and Taussig."
"1152","012439","Immigrant America","Tod G. Hamilton","SOC 329 LAO 329","SA","","This course seeks to expose students to the recent social science literature on contemporary immigration to the United States  its origins  adaptation patterns  and long-term effects on American society. The course will consist of lectures by the instructor combined with class discussion of assigned texts."
"1152","005702","Design and Interpretation of Social Psychological Research","Alexander T. Todorov","PSY 551","","Psychology graduate students only  or Instructor's Permission..","An advanced seminar that considers current research in social psychology. Contemporary research conducted by the seminar participants is discussed."
"1152","012824","Empire and Catastrophe","Teresa Shawcross","HIS 428 HLS 428 MED 428","HA","","Catastrophe reveals the fragility of human society. This course examines a series of phenomena--plague  famine  war  revolution  economic depression etc.--in order to reach an understanding of humanity's imaginings of but also resilience to collective crises. We shall look in particular at how political forces such as empire have historically both generated and resisted global disasters. Material dealing with the especially fraught centuries at the transition between the Middle Ages and the Early Modern Period will be set alongside examples drawn from antiquity as well as our own contemporary era."
"1152","000749","Seminar in Plasma Physics","Philip C. Efthimion|Allan H. Reiman","AST 558","","","Advances in experimental and theoretical studies or laboratory and naturally-occurring high-termperature plasmas  including stability and transport  nonlinear dynamics and turbulence  magnetic reconnection  selfheating of \"burning\" plasmas  and innovative concepts for advanced fusion systems. Advances in plasma applications  including laser-plasma interactions  nonneutral plasmas  high-intensity accelerators  plasma propulsion  plasma processing  and coherent electromagnetic wave generation."
"1152","006818","Quantitative Analysis (Advanced)","Eduardo Morales","WWS 507","","","Statistical analysis with applications to public policy. The course begins with an introduction to probability theory followed by discussion of statistical methods for estimating the quantitative effects of changes in policy variables. Regression methods appropriate for the analysis of observational data and data from randomized controlled experiments are stressed. The basic level (507B) assumes a fluency in high school algebra and some familiarity with calculus  while the advanced level (507C) assumes a fluency in calculus."
"1152","002339","Aircraft Flight Dynamics","Robert F. Stengel","MAE 331","","MAE 206 and MAE 222 (or MAE 224)..","Introduction to the performance  stability  and control of aircraft. Fundamentals of configuration aerodynamics. Methods for analyzing the dynamics of physical systems. Characterization of modes of motion and desirable flying qualities. Case studies in aircraft stability and control."
"1152","009663","Controversies in Clinical Psychology","Ronald J. Comer|Mark Glat","PSY 420","SA","PSY 207 or PSY 320..","The field of clinical psychology is currently marked by many controversies. This course will focus on the leading ones  highlighting one or two important controversies each week. We will explore each controversy in depth  examine both sides of the issue  and consider relevant research  ethical and legal concerns  implications for clinical practice and study  and broader societal implications. Controversies under examination will include: the ethics of mental health research  overprescription of psychotropic drugs  and the influence of insurance companies in therapy decisions."
"1152","003577","Readings in American History: Reconstruction to World War I","Rebecca A. Rix","HIS 589","","","A comprehensive introduction to the literature and problems of American History from the end of the Civil War through World War I."
"1152","006754","Ethics and Public Policy","Keith M. Shaw","WWS 370 POL 308 CHV 301","EM","","The course examines major moral controversies in public life and differing conceptions of justice and the common good. It seeks to help students develop the skills required for thinking and writing about the ethical considerations that ought to shape public institutions  guide public authorities  and inform the public's judgments. The course will focus on issues particularly challenging for advanced  pluralist democracies such as the USA  such as terrorism and torture  vice crimes and paternalistic legislation  taxes and income inequality  surveillance and privacy  climate change  and the place  if any  of religious argument in politics"
"1152","012854","Senior Independent Work","Luigi Martinelli","MAE 439","","Open to MAE (senior) concentrators only.","Senior independent work is the culminating experience for the mechanical and aerospace engineering programs. Students select a subject and adviser  define the problem to be studied and propose a work plan. Projects include elements of engineering design  defined as devising a system  component  or process to meet desired needs. A list of possible subjects of particular interest to faculty and staff members is provided. Students must submit a written final report and present their results to faculty  staff  fellow students  and guests."
"1152","000912","Research Projects in Molecular Biology (Laboratory Rotations)","Zemer Gitai","MOL 540","","","Students will perform research in the laboratories of two faculty advisers."
"1152","006301","Selected Topics in Russian Literature and Culture - Survey of Russian Poetry","Mark R. Pettus","SLA 411 RES 411","LA","RUS 207 or permission of instructor..","This course will serve as an introduction to major Russian poets from Pushkin to the present. No prior knowledge of Russian literature is assumed. The focus of the course will be on close readings of individual poems  but the intention is  by generalization  to reach an understanding of the development of Russian literature as a whole. All readings will be in Russian  but discussion will be in English. There will be an additional (optional) hour for those wishing to discuss the poems in Russian."
"1152","007319","Introduction to Geophysical Fluid Dynamics","Stephen T. Garner|Stephen M. Griffies","AOS 571","","","Physical principles fundamental to the theoretical  observational  and experimental study of the atmosphere and oceans. The equations of motion for rotating fluids. Hydrostatic and geostrophic balance. Conservation of potential vorticity. Introduction to quasi-geostrophic theory and baroclinic instability. Geophysical boundary layers. Rossby and gravity waves."
"1152","000217","Post-War French Social Theory","Abdellah Hammoudi","ANT 425","SA","","Using the works of thinkers such as Sartre  Merleau  Ponty  Aron  Ricoeur  Levi-Strauss  Foucault and Bourdieu  the course will present students with some of the conflicting images of Western society as viewed by these thinkers. This course will introduce students to these authors with emphasis on their departure from traditional schools of thought and the consequences of their ideas on the production of knowledge about societies. Topics will include: relation of social thought to literary criticism and theories of social description."
"1152","008907","Digital Photography","Fia Backström|Deana Lawson","VIS 213","LA","","This studio course introduces students to aesthetic and theoretical implications of digital photography. Studio emphasis is on mastering digital equipment and techniques  managing print quality  and generally becoming familiar with all aspects of the digital workspace. Popular media  found photographs  and the \"life\" of digital images will also be investigated. Slide lectures  readings and class discussions of student work in critique format will augment visual skills with critical and conceptual understandings of contemporary photography."
"1152","011292","Urban Modernism and Its Discontents","Bruno M. Carvalho","POR 306 LAS 360 ARC 307 URB 306","LA","","This interdisciplinary course explores some of the tensions between modernization projects and cultural production from the 19th century onward  examining representations of cities in literature (poetry and prose)  maps  film  painting  theory and policy.We will focus on the cultures and histories of major cities in the Portuguese-speaking world  but will consider them in a global context.Topics include Rio de Janeiro's favelas and potential consequences of the 2016 Olympics; the architectural history of the modernist capital of Brasília; São Paulo's explosion into a megalopolis; contemporary urban innovation and environmental challenges."
"1152","003948","Intermediate Latin: Catullus and His Age","Timothy Barnes","LAT 105","","LAT 102 or departmental permission based on Latin Placement..","This course aims at increasing facility in reading Latin prose and poetry and introduces students to the literacy culture of Republican Rome. We shall read selections from two important authors of the late Roman Republic  Caesar and Catullus."
"1152","005629","Topics in Social and Personality Psychology - The Psychology of Poverty","Johannes A. Haushofer","PSY 400","SA","Students should come with a basic understanding of statistics. Familiarity with multivariate regression and instrumental variables will be essential for understanding many of the economic papers; however  prior familiarity with these methods is not required..","The course explores the relationship between poverty  psychology  and economic choice. In particular  we will ask whether poverty has psychological consequences  and whether these  in turn  affect economic decision-making. The course draws on material and methods from psychology  neuroscience  behavioral economics  and development economics  including both lab and field experiements in both developed and developing countries."
"1152","012841","Ethnographic Playwriting","Aaron Landsman","THR 303 AMS 330 SOC 350","LA","For admission  please contact Professor Tim Vasen at: tvasen@princeton.edu.","This course delves into a collaborative  ethnographic approach to making theater. We will read  watch and discuss the work of subculture theorists  theater-makers and other artists and thinkers  all of whom use staged conversations as the basis for characters  scenes and entire works. We will hash out ethics and responsibilities for those of us who engage communities outside our own.What does it mean to take responsibility for someone else's words  write them down  and give them back? What is it like to put the words of a stranger in your mouth? Finally  we will make theatrical material using this approach for an end of semester showing."
"1152","010591","Viruses: Strategy and Tactics","Lynn W. Enquist","MOL 559","","","Viruses are unique parasites of living cells and may be the most abundant  highest evolved life forms on the planet. The general strategies encoded by all known viral genomes are discussed using selected viruses as examples. The first half of the course covers the molecular biology (the tactics) inherent in these strategies. The second half introduces the biology of engagement of viruses with host defenses  what happens when viral infection leads to disease  vaccines and antiviral drugs  and the evolution of infectious agents and emergence of new viruses."
"1152","004140","Calculus II","Javier Gómez-Serrano|Adam S. Levine|Chun-Hung Liu|Benoît Pausader","MAT 104","QR","MAT103 or equivalent..","Continuation of MAT103. Topics include techniques of integration  arclength  area  volume  convergence of series and improper integrals  L'Hopital's rule  power series and Taylor's theorem  introduction to differential equations and complex numbers."
"1152","004708","Studies in Modern Arab History - Readings in Islamic Revivalism  Islamist Politics and Law","Bernard A. Haykel","NES 561","","","This course aims to survey a variety of historical and religious texts in Arabic. Students must have mastery of advanced Arabic. Some of the texts that will be studied have been edited and published  others remain in manuscript form."
"1152","003353","Colonial Latin America to 1810","Vera S. Candiani","HIS 303 LAS 305","HA","P/D/F option is not available for History concentrators..","This course begins with the origins and consolidation of the Aztec  Inca and Iberian polities and ends with the severance of colonial ties. It combines an overview of the political economy of the region over three centuries with a study of how social groups interacted among themselves and with imperial rule over time through accommodation and conflict. We pay special attention to comparisons and contrasts -- centers and frontiers of settlement  urban and rural life  indigenous and African populations  religion and transgression  Portuguese and Spanish models of rule -- and to long-term processes and implications of environmental change."
"1152","007216","Introductory Drawing","Eve M. Aschheim|Nathan A. Carter","VIS 201 ARC 201","LA","","This course approaches drawing as a way of thinking and seeing. Students will be introduced to a range of drawing issues  as well as a variety of media  including charcoal  graphite  ink and oil stick. Subject matter includes still life  the figure  landscape and architecture. Representation  abstraction and working from imagination will be explored. A structured independent project will be given at the end of the semester."
"1152","000378","Introduction to Formal Analysis","Michael B. Young","ARC 547","","","Introduction to the primary projective systems that form the foundations of architectural representation and serve as essential tools of formal analysis and design. Coursework will be derived from a structured examination of key primary sources by Gaspard Monge  Brook Taylor and Girard Desargues."
"1152","007858","Analytical Techniques in Differential Equations","Jong-Kyu Park","APC 503 AST 557","","","Asymptotic methods  Dominant balance  ODEs: initial and Boundary value problems  Wronskian  Green's functions  Complex Variables: Cauchy's theorem  Taylor and Laurent expansions  Approximate Solution of Differential Equations  singularity type  Series expansions. Asymptotic Expansions. Stationary Phase  Saddle Points  Stokes phenomena. WKB Theory: Stokes constants  Airy function  Derivation of Heading's rules  bound states  barrier transmission. Asymptotic evaluation of integrals  Laplace's method  Stirling approximation  Integral representations  Gamma function  Riemann zeta function. Boundary Layer problems  Multiple Scale Analysis"
"1152","008144","Human Adaptation","Janet M. Monge","ANT 215 EEB 315","STL","","Human adaptation focuses on human anatomy and behavior from an evolutionary perspective. Lectures and weekly laboratory sessions focus on the evolution of the human brain  dentition and skeleton to provide students with a practical understanding of the anatomy and function of the human body and its evolution  as well as some of its biological limitations. No science background is required on the part of the student."
"1152","002329","Mathematics in Engineering I","Howard A. Stone","MAE 305 MAT 391 EGR 305 CBE 305","QR","MAT 201 or MAT 203 and MAT 202 or MAT 204. Open to freshmen with instructor's permission only..","A treatment of the theory and applications of ordinary differential equations with an introduction to partial differential equations. The objective is to provide the student with an ability to solve standard problems in this field."
"1152","006665","Advanced Spanish","Monserrat Bores Martinez","SPA 108","","SPA 105 or satisfactory score on the Department's Spanish language placement test..","An advanced course that consolidates comprehension of oral and written Spanish and develops fluency and precision in speaking and writing. The course aims to broaden vocabulary and improve grammatical accuracy while providing opportunities to engage in oral and written communication. Through the interpretation and analysis of texts  images  film  paintings and songs  students will explore the Spanish speaking cultural identity in Los Angeles and Mexico City."
"1152","012540","First Year Philosophy Graduate Student Seminar - The Philosophy of Saul Kripke","John P. Burgess","PHI 550","","For first-year Philosophy graduate students only..","A seminar for first-year graduate students in philosophy. Issues discussed will vary from year to year."
"1152","004417","Projects in Vocal Performance - Opera Performance","Gabriel Crouch|David S. Kellett","MUS 214","LA","Enrollment is by application and audition (early May 2014). Audition sign-up sheets will be made available online. Contact Gabriel Crouch for more details. You should prepare to sing one operatic aria of your choice. Additionally  those trying out for certain lead roles will be required to sing a pre-designated excerpt from that role. These excerpts will be made available in the department office after Spring Break 2014..","This is a performance class  designed to prepare students for fully staged presentations of two complete Operas  through rehearsal and coaching. Students will be expected to learn their roles alone  so that class time can be used efficiently and effectively in fine-tuning individual parts  blocking and ensemble rehearsal."
"1152","006974","Policy Workshop - Peace-Building and Development in Conflict-Affected States","Ethan B. Kapstein|Jacob N. Shapiro","WWS 591","","","US Forces and its allies now play a significant role in development activities in places such as Afghanistan  Iraq. Not only is the military operating kinetically in these areas  but it is also seeking to win the \"hearts and minds\" of the local population by addressing needs/grievances. But what role has military-led assistance played in bringing stability and growth to conflict-affected nations? How do military-led efforts compare to those of civilian-run agencies? Does the military play by the same rules as these agencies? These are some of the questions this workshop seeks to address."
"1152","003252","Tragic Drama - Aeschylus' Agamemnon","Timothy Barnes","CLG 213","LA","CLG 105 or Permission of Instructor..","A close reading of one Greek tragedy  with supplementary readings (in English and Greek) illustrating the genre and its context."
"1152","006993","Topics in Policy Analysis (Half-Term) - Economics and Ethics: Social Justice and Policy","Marc Fleurbaey","WWS 593","","","The course presents the economic concepts involved in the evaluation of the socio-economic effects of public policies. It shows how concrete measures and indicators are grounded on ethical principles. It is organized around central ethical debates: Is there an efficiency-equity trade-off? Are there legitimate inequalities? How much priority should be given to the worse-off? Are interpersonal comparisons of well-being impossible? Why not maximize happiness? Should we discount future generations?"
"1152","009760","An Integrated Introduction to Engineering  Mathematics  Physics","Antonio G. Aché|John M. Stogin","EGR 192 MAT 192 PHY 192 APC 192","QR","All first-year engineering students who have placement into multivariable calculus on the basis of a score of 5 on the BC calculus exam (or equivalent) are eligible to enroll..","Taken concurrently with EGR/MAT/PHY 191  this course offers an integrated presentation of the material from PHY 103 (General Physics: Mechanics and Thermodynamics) and MAT 201 (Multivariable Calculus) with an emphasis on applications to engineering. Math topics include: vector calculus; partial derivatives and matrices; line integrals; simple differential equations; surface and volume integrals; and Green's  Stokes'  and divergence theorems."
"1152","010346","Imagined Cities","Gyan Prakash","HIS 418 URB 418","HA","","An undergraduate seminar about the urban experiences and representations of the modern city as society. Beginning with the premise that the \"soft city\" of ideas  myths  symbols  images  and psychic expressions is as important as the \"hard city\" of bricks and mortar  this course explores the experiences and imaginations of modern cities in different historical contexts. Among the cities we will examine are Manchester  London  Paris  Berlin  St. Petersburg  Algiers  Bombay  and Hong Kong. The course will use a variety of materials  but will focus particularly on cinema to examine different imaginative expressions of the urban experience."
"1152","008007","Financial Risk Management","John M. Mulvey","ORF 435","","ORF 245  ORF 335 or ECO 465 (concurrent enrollment okay) or instructor's permission required.","This course covers the basic concepts of modeling  measuring and managing financial risks. Topics include portfolio optimization (mean variance approach and expected utility)  interest rate risk  pricing and hedging in incomplete markets  indifference pricing  risk measures  systemic risk."
"1152","003526","Modern China","Janet Y. Chen","HIS 530 EAS 520","","","This seminar introduces students to major historiographical and methodological issues in twentieth-century Chinese history  with emphasis on the Republican period. Topics reflect theoretical debates and empirical questions  including: nationalism and citizenship  urban life  gender and sexuality  the Communist revolution  early PRC history."
"1152","012438","Coding Theory and Random Graphs","Emmanuel A. Abbe","APC 529 ELE 529","","Linear algebra and some exposure to probability theory.","This introductory course to coding theory and random graphs covers the basics in each field and the interplay between them. The coding part covers algebraic codes  distance bounds  polar codes  expander codes and LDPC codes. The random graph part covers threshold phenomena  connectivity  giant component  subgraph containment and sharp thresholds. Recent developments in random CSPs and community detection are also discussed  in particular the stochastic block model. The class is proof oriented. Some of the techniques presented are currently used in real-world applications  while others lie at the heart of network data science."
"1152","011693","Aerosol Observations and Modeling","Mark A. Zondlo","CEE 593 AOS 593","","","This course focuses on ground-based and satellite observations of aerosol particles and their impacts on climate through modeling studies. Course material includes satellite and ground-based measurements of aerosol particles  mathematical formulation of transport  and numerical models of aerosol distribution. It studies how aerosols impact climate change through direct and indirect effects including cloud-aerosol interactions."
"1152","007285","Introduction to Gender and Sexuality Studies","Gayle Salamon","GSS 201","SA","","What does it mean to be a woman or a man? Or neither? How do gender and sexuality  those seemingly most personal and private of attributes  emerge from networks of power and social relations? This course introduces major concepts in the interdisciplinary field of gender and sexuality studies. We will analyze the ways in which gender  as an object of study and as a lived experience  intersects with class  race  and ability  and will examine the relation between gender  sexuality and power in literary  philosophical  political and medical discourses."
"1152","002735","Literature and Society - The Cognitive Puzzle of Literary Experience","William B. Flesch","ENG 574","","","Recent work in \"Literary Darwinism\" and cognitive cultural studies has attempted  often clumsily and with limited success  to explain or explain away  the origin and function of literary experience. The clumsiness comes from a rejection of earlier literary-theoretical  philosophical and psychoanalytic insights of considerable and often irreducible subtlety. This interdisciplinary course explores the deep ideas those insights can contribute to the kinds of cognitive and evolutionary approaches to human social experience now being worked out in the fields as varied as philosophical decision theory  behavioral economics  and theory of mind."
"1152","008375","Preserving the Past","Emma K. Ljung","WRI 146","","","See the Princeton Writing Program website."
"1152","012879","Historic Gardens and Designed Landscapes","W. Barksdale Maynard","FRS 173","LA","","Please see website"
"1152","007988","Theory of Groundwater Flow","Michael A. Celia","CEE 581","","","Fundamental physics of fluid flow and contaminant transport in porous media; derivation of governing equations; analytical solution of simplified equations  with application to well hydraulics; and parameter estimation and analysis of field problems. The course examines the application of numerical models and gives an introduction to multiphase flow systems and advanced methods for equation development."
"1152","012932","Advanced Topics in Computer Engineering - Kernel Methods for Machine Learning","Sun-Yuan Kung","ELE 580","","","Course foundation is built on linear algebra  statistical learning theory  pattern recognition and artificial intelligence. It provides a diversified learning experience for graduate students in computer science  electrical engineering  financial engineering and applied statistics. Students with prior exposure to linear algebra  statistical theory and convex optimization learn an integrated understanding of the underlying principles and potential applications of kernel-based unsupervised and supervised learning models. This course demonstrates how machine learning models can be integrated into a recognition application system."
"1152","006408","Sociological Research Methods","Matthew C. Lawrence","SOC 301","QR","","Most research in sociology is quantitative  and it is important for students at a minimum to be able to critically evaluate published quantitative research. Ideally  students should also be able to conduct empirical research involving statistical methods. This course provides the foundation for both goals. The course focuses specifically on how to determine  apply  and interpret statistical methods appropriate for answering a sociological research question given a particular set of data. Basic probability theory is introduced as a building block of statistical reasoning  and a variety of commonly-used statistical tests are developed."
"1152","003207","Topics in Literary and Cultural Theory - \"Psychoanalytic Turns\"","Brigid Doherty","ART 588 GER 520","","Graduate seminar  open to undergraduates with pre-approval of instructor only..","Seminar addresses turns to psychoanalysis in history and criticism of art and literature. In our reading of psychoanalytic theories (Freud  Ferenczi  Klein  Lacan) and critical writings that have followed them  paths and detours lead to questions of terminology  translation  perception  mediation  representation. Forays are made onto terrain of works of art and literature that might be understood as instances of psychoanalytic criticism and/or critiques of psychoanalysis. Need for critical reflection on meaningfulness of psychoanalytic theories for current scholarship in the humanities is a guiding concern of this course."
"1152","004924","Advanced Logic","John P. Burgess","PHI 323 MAT 306","QR","Some previous study of logic or mathematical maturity..","An introduction to axiomatic set theory  up to the proof of the consistency of the axiom of choice."
"1152","003364","Precolonial Africa","Emmanuel H. Kreike","HIS 314","HA","P/D/F option is not available for History concentrators..","The course explores the rich history of the African continent before colonial occupation during the 19th century. It concentrates on people and civilizations indigenous to Africa  focusing on ancient civilizations as well as on the expanse of Islam and the Atlantic slave trade. Travelers' accounts  epics  and archaeological evidence reveal diversity of African culture."
"1152","006988","Topics in Policy Analysis (Half-Term) - Reproductive Health and Reproductive Rights","Abigail Aiken|James Trussell","WWS 593 POP 504","","","Examines selected topics in reproductive health  with primary emphasis on contemporary domestic issues in the United States--such as unintended pregnancy  and sexually transmitted infection--but within the context of the international agenda on reproductive rights established in the 1994 Cairo international Conference on Population and development."
"1152","002400","Fluid Mechanics","Alexander J. Smits","MAE 551","","","An introduction to fluid mechanics. The course explores the development of basic conservation laws in integral and differential form; one-dimensional compressible flows  shocks and expansion waves; effects of energy addition and friction; unsteady and two-dimensional flows and method of characteristics. Reviews classical incompressible flow concepts  including vorticity  circulation  and potential flows. Introduces viscous and diffusive phenomena."
"1152","002514","Transmission and Compression of Information","Emmanuel A. Abbe","ELE 486 APC 486","","","This is an introductory course to information theory  which covers topics in digital communication. The emphasis is on Shannon's source and channel coding theorems  and on algorithmic methods to compress and transmit information. The class material includes data compression  entropy  some error correcting codes  channel coding  mutual information  quantization  detection  modulation."
"1152","012887","Elektra (and her family) from Homer to Freud","Yelena Baraz","FRS 147","LA","","Please see website"
"1152","008340","Reason and Religion","Megan B. Abbas","WRI 130","","","See the Princeton Writing Program website."
"1152","008623","Beginning Czech I","Eva Cermanova","CZE 101","","","Introductory course designed to teach the basic aspects of Czech grammar  vocabulary  and communication in a variety of situations. The course aims to teach all four language skills: reading  writing  listening comprehension  and speaking. No credit is given for CZE101 unless followed by CZE102."
"1152","009283","Electrical Engineering Master's Project","Mung Chiang","ELE 597","","","Under the direction of a faculty member  each student carries out a master's-level project and presents their results. For M. Eng. student  597  fall term; 598 spring term."
"1152","001454","Asset Pricing","Markus K. Brunnermeier|Valentin Haddad","ECO 525 FIN 525","","ECO 501  502  503  504  517 and 518..","Introduction to asset pricing covering theory in both continuous and discrete time to study dynamic portfolio choice; derivative pricing; the term structure of interest rates; and intertemporal asset-pricing and consumption-based models. Pre-requisites: All required courses in micro  macro and econometrics at the first-year PhD level."
"1152","012781","Ancient and Medieval Japanese History","Thomas D. Conlan","EAS 525 HIS 520","","","This course provides an introduction to the written sources of Japanese history from 750-1600. Instruction focuses on reading and translating a variety of documentary genres  and court chronicles  although visual sources (e.g. maps  scrolls  and screens) are introduced in class as well."
"1152","012110","Satire: Mockery and Reform from Aristophanes to South Park","Yulia Ryzhik","ENG 301","LA","","The course traces the history of satire from Aristophanes to South Park  with a special focus on English satire in the Renaissance and 18th century. Narrowly defined  satire is a genre that ridicules human follies and vices in order to reform them. We will discuss the intent and efficacy of satire  the relation between satire and authority  and the role of the audience as target and participant. Required authors include Chaucer  Shakespeare  Donne  Jonson  Swift  Pope  and Byron  and American satirists Twain  Bierce  and Mencken. The last two weeks will cover 20th- and 21st-century satirical forms in film  cartoons  journalism  and stand-up."
"1152","010418","Topics in Migration and Development (Half-Term) - Immigrant Integration","Edward E. Telles","SOC 575","","","This is a reading course  not a research seminar. We devote a week to each of six thematic areas: 1) assimilation theory: old and new  2) challenges to assimilation theory  3) the second generation  4) integration beyond the United States  5) ethnicity  6) cultural and political integration."
"1152","003533","Seminar in Medieval History - The Environmental History of Medieval Europe","Timothy P. Newfield","HIS 544","","","Reading and research seminar on the environmental history of medieval Europe."
"1152","005192","High-Energy Physics","James D. Olsen","PHY 529","","","An overview of modern elementary particle physics and the Standard Model. Specific topics include: weak decays  W and Z physics  deep inelastic scattering  CP violation  neutrino oscillations  Higgs searches  with an emphasis on areas of current interest. Course also covers concepts in experimental tools and techniques."
"1152","010761","Senior Seminar in Translation and Intercultural Communication","Michael G. Wood","TRA 400 COM 409","LA","Prerequisite TRA 200..","A required course for students taking the certificate in Translation and Intercultural Communication but open to all who are interested in translation or any of its aspects  that is in movements between languages of any sort. Readings will focus on recent contributions to the emerging disciplines of translation studies across a wide spectrum of thematic fields (science  law  anthropology  literature  etc.). The seminar will incorporate the individual experiences of the students in their contact with different disciplines and idioms and  where relevant  in developing their senior theses. One three-hour seminar."
"1152","012883","Jewish Thought and Modernity","Yonatan Y. Brafman","REL 212 JDS 212","EM","","This course examines Jewish contributions and reactions to the configuration of social  cultural  intellectual  economic  and political factors known as modernity. It explores how these factors challenged traditional Jewish life and how Judaism was variously reinterpreted to adapt and respond to them. It consists of a historical and thematic survey of modern Jewish thought  spanning from the rise of Enlightenment rationalism to the more recent existentialist and postmodern turns. In the process  it probes the nature and continuing relevance of the concept of modernity as well as interrogates the category of \"Jewish\" thought."
"1152","006470","Classical Sociological Theory","Miguel A. Centeno","SOC 501","","","The development of sociological theory through the early 20th Century with an emphasis on the problem of social order. Course begins with an introduction to the Enlightenment  followed by critical authors of the first half of the 19th Century (Hegel  Clausewitz  and Tocqueville). The central part of the course focuses on Marx and Weber with some attention to Mill  Durkheim  and Simmel. We conclude with consideration of some work in the early part of the past century (Freud  Elias  Frankfurt School)."
"1152","008134","The Politics of Development","Jennifer A. Widner","POL 351 WWS 311","SA","Not open to freshmen without permission of instructor..","This course investigates the key political drivers of human development through careful consideration of theory and comparative analysis. Explores the effects of geography  colonial heritage  and ethnic diversity  on state formation  state capacity  and economic development."
"1152","010455","Reasoning about Computation","Mark Braverman","COS 340","QR","COS 126 and 226 (or sufficient mathematical background)  and MAT 175  202  204. COS 226 can be taken along with COS 340 in the same term. Please contact the professor directly with any questions you may have..","An introduction to mathematical topics relevant to computer science. Combinatorics and probability will be covered in the context of computer science applications. The course will present a computer science approach to thinking and modeling through topics such as dealing with uncertainty in data and handling large data sets. Students will be introduced to fundamental concepts such as NP-completeness and cryptography that arise from the world view of efficient computation."
"1152","010277","Engineering Projects in Community Service (EPICS): Non-credit","Jay B. Benziger|Michael G. Littman","EGR 450","","Seniors only (except for juniors who have completed EGR 351)..","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1152","012840","Workshop in Biodrama and Documentary Theater","Viviana Tellas","SPA 382","LA","A 200-level course above SPA 209 or instructor's permission..","Vivi Tellas is an Argentine theater director and curator with a focus on \"unintended theater.\" Workshop will explore  through writing  analyzing  and performing  different forms of everyday theatricality outside professional theater. Students will study two performative \"real\" spaces. In \"Family Theatre \" students will explore through their own biographies  the theatrical themes of love  death  secrets  and frustration. In \"Found Theater \" students will explore the town of Princeton searching for everyday living stages  or what Tellas defines as \"urban ready-mades.\" The workshop will conclude with documentary performances by the students."
"1152","012935","U.S. Women Writers","Alfred Bendixen","GSS 319 AMS 320 ENG 319","LA","","An exploration of the literary works of women writers in the United States with an emphasis on the role gender has played and continues to play in the development of literary movements and genres. Our examination of both canonical and non-canonical writings will focus on the formation of feminist literary conventions in the 19th century and their transformations in the 20th and 21st centuries. Our reading will include romantic tales  ghost stories  realistic stories  novels of immigration  thrillers  works for children  autobiographical mythmaking  poetry  and graphic novels."
"1152","001039","Topics in Biological Chemistry - Chemical Tools to Study Biological Systems","Dorothea Fiedler|Tom Muir","CHM 538","","","This class emphasizes the use of chemical approaches to investigate and manipulate biological processes at the biochemical  the cellular  and the organismal level. The purpose is to provide chemical biologists with modern chemical methods. The class will then discuss how these methods can be applied to study different biological problems  highlighting important questions in biology. Typically a paper from the current literature will be presented and discussed by the students each class. Grades are based on problem sets  a midterm exam  a literature presentation  and a research proposal."
"1152","004066","Introduction to Comparative Literature","Wendy L. Belcher","COM 521","","","This course addresses recent developments in literary criticism  such as surface reading  distant reading  affect theory  print culture  necropolitics  queer futurity  melancholic historicism  animal studies  thing theory  systems theory  ecocriticism  critical race studies  world literature  theory from the south  critiques of neoliberalism  and so on. The class will not embrace a mastery posture toward theory  but an instrumental one  aiming to assist graduate students in conceptualizing their particular projects within and against current debates."
"1152","012113","Modern Genetics and Public Policy","Shirley M. Tilghman|Keith A. Wailoo","WWS 354","SA","","Examines modern genetics' implications for public policy focusing on health  law  consumer products  and criminal justice. Topics include: genetic testing and therapy; consumer regulations including FDA rules on at-home genetic testing; the law and genetic discrimination in insurance; and uses of forensic DNA in the courtroom. Explores social  political  and philosophical problems in these areas: changing conceptions of the self; relation of new genetics to the old  racially-charged  eugenics; impact of new theories of gene action and epigenetics on ideas about the \"hardwiring\" of health and behavior  and on \"genetic blame\" and future policy."
