termid,courseid,title,all_listings_string,area,prereqs,descrip
"1142","001020","Introduction to Nanotechnology","MSE 513 CHM 511 MAE 516","","","This course will thus cover a broad range of subjects  with particular emphasis on characterization and control of materials at the nanoscale. The focus is on both the techniques necessary for scientific investigations at small dimensions  and the very latest research developments in this rapidly evolving area. Specific topics covered will include fundamentals of nanoscience  processing of nanomaterials  self-assembled nanostructures  bionanotechnology  graphene  nanoelectronics  size-scaling of properties  and nanodevice fabrication and testing. The course will also provide critical practice in scientific writing and presentation."
"1142","002501","Design of Very Large-Scale Integrated (VLSI) Systems","ELE 462 COS 462","","","Analysis and design of digital integrated circuits using deep sub-micron CMOS technologies. Emphasis on design  including synthesis  simulation  layout and post-layout verification. Analysis of energy  power  performance  area of logic-gates  interconnect and signaling structures."
"1142","008763","Making Sense of Market Bubbles","WRI 169","","","See the Princeton Writing Program website."
"1142","012324","Advanced Turkish: Selected Readings in Historical and Literary Texts","TUR 305","LA","Students are expected to have a sufficient command of Turkish language intermediate/upper intermediate level) to fulfill the reading and writing assignments. See instructor for further information.","This course introduces a wide variety of reading material (newspaper  memoir  letter  short story  diary etc.) to strengthen students' abilities in understanding and evaluating modern Turkish texts. Information on selected authors and their works will provide a general view on the Ottoman/Turkish cultural  literary and historical panorama. The analysis and discussions of the texts in class will serve to build fluency."
"1142","001478","Macroeconomics/International Finance Workshop","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1142","000293","History of Architectural Theory","ARC 308 ART 328","HA","Course open to undergraduate and graduate students. Of particular interest to art history  history  and architecture students. No prerequisites  but HIS 211  ART 333 and ART 322 are strongly recommended as background..","This course offers a history of architectural theory  criticism  and historiography from the Renaissance to the present  emphasizing the texts  media and institutions that have supported architecture's claim to modernity since the late 17th Century. Architectural thought is examined in its social and cultural context as it relates both to the Western philosophical tradition and to design method and practice."
"1142","012053","Cultures of the Afro-Diaspora","AAS 412 ENG 425 LAO 412","LA","","This course analyzes key readings and studies on Afro-diasporic cultures across the Americas in the 20th century. From reggae's unrelenting rhythms to the dances that move carnaval  the New World thrums with activity from populations that have persevered conditions of displacement to create new aesthetic forms. We will investigate expansive notions of blackness that move beyond national paradigms and the productive pressure that performance puts on ontologies of identity such as the Afro-Latino  African American  and West Indian in theory and literature. Artists include Bob Marley  Katherine Dunham  Jorge Ben  and Patato y Totico."
"1142","006810","The Management of Organizations","WWS 503","","","This course will apply management concepts and approaches to nonprofit organizations. The course will emphasize the challenges faced by managers of nonprofit organizations in this period of resource scarcity. It also will examine the impact that the increasingly blurred boundaries between the nonprofit  public  and for-profit sectors are having on the management of nonprofits. Course materials will integrate both theoretical and applied research and writing on this topic with cases based on the real world experience of managers."
"1142","003532","The Origins of the Middle Ages","HIS 543 HLS 543","","","This seminar explores the transition from the late ancient to the medieval world through the lens of the historians of the time. What role did the writing of history play in understanding social change? Which preexisting historical models or texts were used  how were they reconfigured  and what new ones were created in order to respond to the fundamental social changes? How did the writing of history not only reflect but also encourage social change? The course explores these processes and introduces students of late antique and medieval studies to techniques such as codicology  palaeography  and the art of editing."
"1142","010208","Roads Not Taken: Critics of Modern America 1880 -1940","FRS 177","SA","","http://www.princeton.edu/pub/frs"
"1142","004092","Studies in Forms of Narrative - Novel and Event","COM 563 FRE 563 ENG 577","","","The seminar will study a selection of novels in which the representation of historical event-war and revolution  especially-seems to be of key importance. These are not necessarily what we call \"historical novels\" in the classic sense  yet they work to create a sense of context and event that depend crucially on a reading of an historical epoch or happening."
"1142","009084","Computer Architecture and Organization","COS 375 ELE 375","","COS 217.","An introduction to computer architecture and organization. Instruction set design; basic processor implementation techniques; performance measurement; caches and virtual memory; pipelined processor design; design trade-offs among cost  performance  and complexity."
"1142","003932","Integrative Advanced Japanese I","JPN 305","","JPN 302..","Four skills approach to advanced Japanese with a focus on reading  listening and speaking. Reading materials include novels  essays  etc. Video materials are also used to enhance listening skills. The goal of this course is \"advanced\" level according to the ACTFL/ETS guidelines."
"1142","011596","American Politics and Democratic Theory","POL 328","SA","At least one prior course in American politics..","This is a course on American politics viewed from the perspective of democratic theory. We will begin with recent political events that raise perennial issues  and then proceed to the history of the American party system. The course material is primarily historical and theoretical."
"1142","005897","Coeducation","FRS 149","HA","","http://www.princeton.edu/pub/frs"
"1142","009680","An Integrated  Quantitative Introduction to the Natural Sciences III","ISC 235 CHM 235 COS 235 MOL 235 PHY 235","","Students should have completed ISC/CHM/COS/MOL/PHY 231-234  or equivalent preparation (MOL 214  COS 126  CHM 201-202 or 203-204  PHY 103-104 or 105-106)  or received permission from Instructor..","An integrated  mathematically and computationally sophisticated introduction to biochemistry  molecular biology  genetics  genomics and evolution. This course is designed as a sequence: 235 in the fall and 236 in the spring. Multiple faculty will be involved over the year: P. Andolfatto (EEB)  D. Botstein  M. Murthy  E. Wieschaus (MOL)  J. Rabinowitz (CHM). 2 hrs and 40 min of lecture  one precept (1 hr 50 min)  one evening problem session."
"1142","009346","Introduction to Sanskrit","CLA 475 LIN 475","","","This class teaches the fundamentals of Sanskrit grammar  with all reading and writing done in the original [devanagari] script. It prepares students to begin reading classics of Sanskrit literature in the follow-up course in the spring  CLA 476."
"1142","012090","Advanced Graphic Design","VIS 415","LA","VIS 215 Graphic Design  or VIS 214 Graphic Design: Visual Form  plus any other Visual Arts Course..","This studio course builds on the skills and concepts of VIS 215 Graphic Design. Advanced Graphic Design is structured around three studio assignments that connect graphic design to other bodies of scientific knowledge  aesthetic experience  and scholarship. Studio work is supplemented by critiques  readings and lectures. Motivated students will refine their approaches to information design and visual problem solving  as well as develop the critical acumen for decoding and producing graphic design in a variety of traditional and electronic media."
"1142","012447","Foundations of the Modern State","CHV 466 POL 466 HIS 466","EM","","The course will examine the evolution of western thinking about the modern concept of the state. The focus will be on Renaissance theories (Niccolo Machiavelli; Thomas More); absolutist theories (Thomas Hobbes); theories about 'free states' (James Harrington  John Locke); and republican theories from the era of the Enlightenment (Jean-Jacques Rousseau; The Federalist)."
"1142","008954","Survey Analysis","POL 503","","","A reading course on survey design and analysis and a practicum on analyzing survey data. Each student will write a paper based on his or her analysis of previously collected survey data or on original survey data collected by the student. Course open to Politics seniors by permission. (Does not prepare for the General Exam in Formal and Quantitative Analysis.)"
"1142","011766","Readings in Japanese Academic Style","EAS 563","","","The two-semester course is designed for students in Chinese studies  who already possess reading fluency in Chinese. Its goal is to train these students in reading the particular style of Japanese academic writing; at the end of the year  students will be able to independently read modern Japanese scholarship on China. Students take this course after at least one year of modern Japanese (JPN 101/102). The course does not train all four skills of reading  writing  speaking  and listening; instead it is devoted entirely to rapidly develop the necessary reading skills in Japanese academic style. The course is conducted in English."
"1142","001764","Mass  Momentum  and Energy Transport","CBE 341","STN","CBE 245  CBE 246  and MAE 305. MAE 305 or MAT 427 may be taken concurrently..","Course will survey modeling and solution methods for the transport of fluids  heat and chemical species in response to differences in pressure  temperature and concentration. Both steady state and transient behavior will be examined.Topics include fluid statics; conservation equations for mass  momentum and energy; dimensional analysis; viscous flow at high and low Reynolds number; thermal conduction; convective heat and mass transfer  correlations; diffusion and interphase mass transfer. Working knowledge of calculus  linear algebra and ordinary differential equations is assumed."
"1142","012513","Elementary Twi I","TWI 101","","","An introduction to Twi language and culture of the Akan-Twi-speaking people of West Africa. The course is taught in Twi and focuses on acquiring novice-level skills to perform basic communication functions in the culture of Akan-Twi speakers of West Africa. Students will be introduced to basic grammar  communicative skills and cultural activities that will be reinforced through role plays  conversations  dialogues and songs. By the end of the course  students will have acquired basic grammar competence to perform in everyday situations with an understanding and appreciation of the culture of the Akan people in Ghana  West Africa."
"1142","012494","Sophomore Independent Work","ELE 297","","For each project  the requirements are set in consultation with the faculty advisor  and depend somewhat on the nature of the project. An oral presentation during Reading Period (as per departmental schedule) and a written final report is required. A copy of the report must be turned into the ELE Undergraduate Office by Dean's Date. Details of requirements are available from the ELE Undergraduate Office. This course is open to qualified sophomores provided they are adequately prepared..","Provides an opportunity for a student to concentrate on a state-of-the-art project in electrical engineering. Topics may be selected from suggestions by faculty members or proposed by the students. The final choice must be approved by the faculty advisor. There is no formal reading list; however  a literature search is a normal part of most projects."
"1142","011109","The Life of Honor","PHI 365 CHV 365","EM","","Honor is widely regarded as an archaic value and yet it still plays a role in our political rhetoric and in the military. Beginning with the role of honor in the heroic cultures of the ancient world  the class will go on to discuss the duel  as it developed in early modern Europe; honor killing in the Mediterranean world; and foot binding and women's honor in China. The aim of the course is to understand changing conceptions of honor; to explore the ways in which honor can belong not just to individuals but also to families  classes  races and nations."
"1142","008338","Witnessing Disaster","WRI 128","","","See the Princeton Writing Program website."
"1142","011662","Behavioral Finance","FIN 568","","ECO 562 recommended.","Traditional economics and finance typically use the simple \"rational actor\" model  where people perfectly maximize  and efficient financial markets. We will present models that are psychologically more realistic than this standard model. About 30% of the course will be devoted to economics  70% to finance. Applications to economics will include decision theory  happiness  fairness  and neuroeconomics. Applications to finance will include theory and evidence on investor psychology  predictability of the stock market and other markets  limits to arbitrage  bubbles and crashes  experimental finance  and behavioral corporate finance"
"1142","008006","Operations and Information Engineering","ORF 411","","ORF 245/ECO 300  ORF 307/MAT 305  ORF 309.","The management of complex systems through the control of physical  financial and informational resources. The course focuses on developing mathematical models for resource allocation  with an emphasis on capturing the role of information in decisions. The course seeks to integrate skills in statistics  stochastics and optimization using applications drawn from problems in dynamic resource management which tests modeling skills and teamwork."
"1142","000590","Topics in 20th-Century Art","ART 344 LAS 334 POR 367","LA","","Art at its Limits: The 1960s in Brazil  Argentina and the US. This seminar investigates experimental art practices that emerged in Brazil  Argentina and the United States over the course of the 1960s. Through focused  cross-cultural case studies  we explore how artists sought to use strategies of play  protest  reflexivity  and intervention to expand and even dissolve the category of art. Topics addressed include spectator participation  bodily engagement  textual strategies  media interventions  and political activism."
"1142","006808","The Politics of Public Policy","WWS 501","","","An analysis of the forces that shape the behavior of public organizations and individuals in organizational settings. The emphasis is on the workings of U.S. governmental agencies. Special attention is given to writing skills as they apply to the roles of advisers and decision makers in public-sector organizations."
"1142","010732","Integrative Dynamics of Animal Behavior","EEB 323","","","This course will explore the fundamental principles that underline the evolution and mechanism of animal behavior. Animal behavior naturally crosses scales and disciplinary boundaries. This course will integrate our understanding of behavior with information from neuroscience  evolution  physiology  genetics  and the biology of complex systems."
"1142","010391","Beginning Polish I","PLS 101","","","This is the first part of a two-semester beginners' course in Polish. There are no prerequisites for enrollment. Previous exposure to other Slavic languages is advantageous  but is in no way required or expected. The course will develop all the essential areas of competence in Polish - speaking  grammatical knowledge  listening and reading comprehension - although the communicative aspect will be given high priority. Instruction will be carried out almost exclusively in the target language. English will be used only where absolutely necessary for conveying certain grammatical structures and course-related information."
"1142","001428","Portfolio Theory and Asset Management","ECO 462","SA","ECO 202 (formerly ECO 200)  or MAT 222 or ORF 245  ECO 310 (formerly ECO 305)  and ECO 362 (formerly ECO 317)..","This course covers a number of advanced topics related to asset management and asset pricing. Topics include mean-variance analysis  CAPM  APT  market efficiency  delegated money management  stock return predictability  bubbles and crashes  social interaction and investor behavior  security analysts and investor relations  and mutual fund performance and organization."
"1142","001793","Senior Independent Work","CBE 451","","","A one semester study of an important problem or topic in chemical and biological engineering. Projects may be experimental  computational  or theoretical. Topics selected by the students from suggestions by the faculty. Written report required."
"1142","005890","What is Modern?","FRS 145","LA","","http://www.princeton.edu/pub/frs"
"1142","011169","Workshop on Social Organization","SOC 549","","","A two-semester course for graduate students whose work is at the intersection of the fields of organization studies  economic sociology and social network analysis. In addition to covering foundational readings in these fields and addressing selected special topics (e.g. social organizational aspects of economic crisis)  the workshop provides opportunities for students to develop research projects and presentation skills  and to read the work of and interact with scholars brought to campus by the Center for the Study of Social Organization."
"1142","012142","Earth's Environments and Ancient Civilizations","FRS 187","STL","","http://www.princeton.edu/pub/frs"
"1142","005601","Memory and Cognition","PSY 306 NEU 306","EC","PSY 255 or PSY 259  or Instructor's Permission..","An integrative treatment of learning and memory in humans and animals. We will explore working memory (our ability to actively maintain thoughts in the face of distraction) and episodic memory (our ability to rapidly memorize specific details so we can recall them later)  as well as more incremental forms of learning. In studying these topics  we will consider both the behavioral paradigms used to extract learning and memory data  as well as techniques from cognitive neuroscience (e.g.  neuroimaging  lesion studies  computational modeling) that shed light on how the brain gives rise to learning and memory."
"1142","004036","The Modern European Novel: Joyce  Mann  and Proust","COM 306 ENG 317","LA","","Description; This course is designed for those 1) wanting to read landmark fictions in the modern European literary tradition; 2) intrigued by the question of \"world literature\" as it is posed in and by the European novel."
"1142","000896","Viruses: Strategy and Tactics","MOL 459","STN","MOL 342 or MOL 348 or Permission of Instructor. No courses in the biological sciences or other departmental courses may be taken Pass/D/Fail by molecular biology concentrators..","Viruses are unique parasites of living cells and may be the most abundant  highest evolved life forms on the planet. The general strategies encoded by all known viral genomes are discussed using selected viruses as examples. The first half of the course covers the molecular biology (the tactics) inherent in these strategies. The second half introduces the biology of engagement of viruses with host defenses  what happens when viral infection leads to disease  vaccines and antiviral drugs  and the evolution of infectious agents and emergence of new viruses."
"1142","009668","Religious Existentialism","REL 311","EC","","An in-depth study of existentialist philosophies of  among others  Søren Kierkegaard  Simone Weil  Martin Heidegger  Hans Jonas  and Emmanuel Levinas. The course will focus on their respective arguments about the relations between philosophy and existence  reason and revelation  divine law and love  philosophy  religion  and politics  and Judaism and Christianity."
"1142","012500","Animation: Art  Architecture  History","ECS 455 ART 464 ARC 455","LA","","Seminar examines the origins of animation in art and architecture of the late 19th and early 20th centuries. The class will focus on issues of agency  affect  empathy  projection and other psychological reactions occasioned by inanimate objects as they are probed by major figures in art and architectural historiography  aesthetics  cultural anthropology  ethnography  sociology  psychoanalysis and film theory. Seminar will also analyze specific case studies from modernist avant-garde and architectural movements in Germany and France during the first half of the last century."
"1142","012415","Latin America: Literature and Power","LAS 501 SPA 588","","","This course examines the life/work of twelve representatives of Latin American literature. It is partially based on my book Redeemers: Ideas and Power in Latin America but presents additional material and reflections. The course examines the specific contributions of each writer to the political and economic development of his own country and of the region as a whole. The course emphasizes the biographical aspects of each thinker  an area that has been under-emphasized in Latin America itself. The principal sources will be biographies  autobiographies/personal letters (as well as exchanges of letters between important figures.)"
"1142","009187","Seminar in American Politics - Politics of Supreme Court Nominations","POL 423","SA","","This course uses Supreme Court nominations as a window on the operation of the American separation of powers system. Using the nominations from FDR forward  we will study how presidents pick nominees  how hearings in the Judiciary Committee work  how and why the media cover nominations  the mobilization and counter-mobilization of interest groups  presidential efforts to \"go public \" the impact of the process on public opinion and vice versa  and the calculations and behavior of senators casting votes for or against nominees on the floor. Finally  we will consider the policy and normative consequences of the selection process."
"1142","009340","Reading Literature: Poetry","ENG 205","LA","Prospective concentrators are required to take ENG 200 and one course from the following: ENG 205  206  207  208  209..","We will read widely across the field of poetry in English  and discuss how we experience meter  rhythm  rhyme  voice  fixed and open forms  and metaphor. Throughout we will attend to poetry's manifold social and cultural functions: its role as a form of longing  praise  rebellion  ecstasy  erotic persuasion  mourning  or civic identity. We will zero in on a few poets--Keats  Bishop  Frost  and contemporary anglophone Indian poets--and \"catch\" poetry in live performances  utterances and advertisements."
"1142","012530","Environmental Sociology","SOC 348","SA","","Environmental sociology has become a lively subfield of the discipline. This is especially true as environmental conditions related to global warming present challenges to individuals and groups working at every level of social organization. This seminar will consider the history of efforts to bring environmental concerns into social theory and research. Our readings and class discussions will focus primarily on some of the most influential ideas that advanced contemporary understandings of our relationships to natural ecosystems  and which have helped create the framework of environmental institutions and laws in the US since the 1830s."
"1142","001096","The Roman Empire  31 B.C. to A.D. 337","CLA 219 HIS 219","HA","No knowledge of Greek or Latin necessary. Auditors are welcome..","To study the Roman Empire at its height; to trace the transformation of government from a republican oligarchy to despotism; to study the changes wrought by multiculturalism on the old unitary society; to trace the rise of Christianity from persecution to dominance; and to assess Rome's contributions to western civilization."
"1142","011759","The Fall Show","THR 451","LA","Please contact Professor Tim Vasen (tvasen@princeton.edu) for enrollment permission/further information..","The Fall Show provides students with a rigorous and challenging experience of creating theater under near-professional circumstances. A professional director  design team  and stage manager  as well as two weeks of performances in the Berlind Theatre  are key components.The Fall Show involves an extensive rehearsal period and concentrated tech week often requiring more time and focus than a typical student-produced production might. This course is repeatable once for credit. Students cast in the Fall Show  or those who take on major production roles (such as Asst. Stage Manager  Asst. Designer  or Asst. Director)  will receive course credit."
"1142","001467","Economic Development I","ECO 562","","","An examination of those areas in the economic analysis of development where there have been recent analytical or empirical advances. Emphasis is given to the formulation of theoretical models and econometric analysis and testing. Topics covered include models of household/farm behavior  savings behavior  equity and efficiency in pricing policy  project evaluation  measurement of poverty and inequality  and the analysis of commodity prices."
"1142","003155","Topics in Prose Fiction - Literary Case Studies","GER 303","LA","The course is taught in German..","Since their emergence in the age of the Enlightenment  literary case studies have served as a genre which measures and weighs rules against exceptions  society against the individual  general norms against particular instances and thus implicitly negotiates the function of literature and its relation to normative and epistemological systems. The course will deal with narrative case studies and examine their development from the 18th to the 20th century."
"1142","011640","Topics in Urban History - City  Region  Nation  Place","HIS 584","","","Course surveys the rich recent scholarship on the history of cities and their regions  which intersects with many disciplines  including geography  political science  visual studies  the built environment  planning  policy  and architecture--as well as with established historical fields of research in race  ethnicity  gender  class  and culture. Seminar covers evolution of the field from detailed community studies of the 1960s to recent interdisciplinary and national studies  addressing problems of place  social processes  and human experience. Students focus on methods  frameworks  and narrative strategies."
"1142","010536","Engineering Projects in Community Service (EPICS)","EGR 451","","Completion of EGR 450.","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1142","001306","Chinese Intellectual History","EAS 507","","","Methods  sources  and problems of research in history of Chinese thought."
"1142","010204","Introduction to Urban Studies","URB 201 WWS 201 SOC 203","SA","","Introduces students to the phenomenon of urbanism by summarizing the social structure and ecological organization of cities from their inception through the present and then presents selected aesthetic  humanistic  architectural  and philosophical reactions to cities in the 19th and 20th centuries."
"1142","002845","Beginner's French I","FRE 101","","Students having studied French previously must take the Princeton French Language placement test. No credit is given for FRE 101 unless it is followed by FRE 102. The afternoon section of FRE 101 (C05) will focus on reading skills  in addition to oral communication  and is limited to graduate students..","This class develops the basic structures and vocabulary for understanding  speaking  writing  and reading in French. Classroom activities foster communication and cultural competence through comprehension and grammar exercises  skits  conversation and the use of a variety of audio-visual materials."
"1142","004664","An Introduction to the Islamic Scholarly Tradition","NES 502","","","The course offers a hands-on introduction to such basic genres of medieval scholarship as biography  history  tradition  and Koranic exegesis  taught through the intensive reading of texts  mostly in Arabic. The syllabus varies according to the interests of the students and the instructor."
"1142","002930","Seminar in French Civilization - The Heroism of Modern Life","FRE 527","","","How can modern bourgeois life still claim to be  as Baudelaire suggested  worthy of heroic treatment  despite the rise of democratic values? While many post-revolutionary thinkers opposed heroism on political grounds  or judged it historically impossible  some fashioned new democratic heroes reconciling exemplarity and typicality. Meanwhile  reactionary thinkers revitalized an older heroic code to justify hierarchy and order. We will examine the nineteenth-century crisis of heroism in a wide range of authors such as Balzac  Stendhal  Marx  Nietzsche  Carlyle  Emerson  Baudelaire  Comte  Michelet  Hugo  the Goncourts  Barrès  and Bergson."
"1142","001067","Intermediate Chinese I","CHI 105","","CHI 101 and CHI 102 or equivalent..","While reinforcing the knowledge students have acquired thus far  this course will further develop the students' audio-lingual proficiency as well as bring their reading and writing ability to a higher level."
"1142","010878","Writing an Effective Scientific Research Article (Half Term): Sci & Engineering","WRI 502","","Course open to graduate students who have completed sufficient research to begin writing a research article in any area of science or engineering..","Writing workshop for students in any area of quantitative research  including science and engineering  who are prepared to draft a research article for publication based on their original work. Topics include getting started  presenting data  communicating visually  understanding the elements of a research article  using evidence persuasively  revising effectively  soliciting useful comments from readers  and incorporating feedback. One 2-hour  50-minute seminar."
"1142","001775","Polymers","CBE 415 CHM 415","","Prerequisite courses CHM 301 or 303  which may be taken concurrently  and MAT 104  or permission of the instructor..","Broad introduction to polymer science and technology  including polymer chemistry (major synthetic routes to polymers)  polymer physics (solution and melt behavior  solid-state morphology and properties)  and polymer engineering (overview of reaction engineering and melt processing methods)."
"1142","004150","Linear Algebra with Applications","MAT 202","QR","MAT104 equivalent..","Companion course to MAT201. Matrices  linear transformations  linear independence and dimension  bases and coordinates  determinants  orthogonal projection  least squares  eigenvectors and their applications to quadratic forms and dynamical systems."
"1142","004188","Topology","MAT 365","QR","MAT202 or 204 or 218 or equivalent..","Introduction to point-set topology  the fundamental group  covering spaces  methods of calculation and applications."
"1142","004647","Imperialism and Reform in the Middle East and the Balkans","NES 433 HIS 433","HA","","The major Near Eastern diplomatic crises and the main developments in internal Near Eastern history. The focus will be upon the possible connections between diplomatic crises and the process of modernization. Oral reports and a short paper."
"1142","009523","Method and Logic in Quantitative Biology","MOL 515 PHY 570 EEB 517 CHM 517","","Prior knowledge of calculus (differential equations) and linear algebra..","Close reading of published papers illustrating the principles  achievements  and difficulties that lie at the interface of theory and experiment in biology. Two important papers  read in advance by all students  will be considered each week; the emphasis will be on discussion with students as opposed to formal lectures. Topics include: cooperativity  robust adaptation  kinetic proofreading  sequence analysis  clustering  phylogenetics  analysis of fluctuations  and maximum likelihood methods. A general tutorial on Matlab and specific tutorials for the four homework assignments will be available."
"1142","008346","Music and Power","WRI 136","","","See the Princeton Writing Program website."
"1142","005912","Philanthropy","FRS 157","SA","","http://www.princeton.edu/pub/frs"
"1142","008008","Transportation Systems Analysis","ORF 467","","ORF 245 or permission of instructor..","Studied is the transportation sector of the economy from a technology and policy planning perspective. The focus is on the methodologies and analytical tools that underpin policy formulation  capital and operations planning  and real-time operational decision making within the transportation industry. Case studies of innovative concepts such as \"value\" pricing  real-time fleet management and control  GPS-based route guidance systems  automated transit systems and autonomous vehicles will provide a practical focus for the methodologies. Class project in lieu of final exam focused on major issue in Transportation Systems Analysis."
"1142","008759","Society and the Witch","WRI 164","","","See the Princeton Writing Program website."
"1142","011770","Topics in American Statesmanship - Constitution and Democracy","POL 332","SA","","Statesmanship is the exercise of political virtue in high office. But  wrote James Madison anticipating life under the Constitution  \"Enlightened statesmen will not always be at the helm.\" How does our constitutionalism promote  structure  or limit opportunities for statesmanship? Does statesmanship emerge among Founders of the regime and among ordinary citizens who participate in great political debates; among believers or skeptics; among political thinkers or party leaders; among military commanders or great speakers; in the executive cabinet or in Congress; among judges; in the states? Does modern democracy make statesmanship obsolete?"
"1142","011589","Seminar in Jazz Composition","MUS 319","LA","MUS 311 or 312  or permission of instructor.","An advanced course in jazz composition that emphasizes the process of creation. Students will be expected to develop original works utilizing a variety of compositional approaches  including: creating in collaboration  improvisation as a compositional strategy  as well as  non-musical techniques that will be translated into some form of musical representation."
"1142","002548","Electronic Devices","ELE 545","","","Introduction to principles of electron behavior in semiconductors and applications to device physics. Band diagrams  Metal-semiconductor contacts  Schottky barriers  p-n junctions. MOS electronics  FET's  bipolar transistor  solar cell  detector  LED  microwave devices."
"1142","004168","Ordinary Differential Equations","MAT 427","QR","MAT 217 and 218  or equivalent..","Introduction to the study of ordinary differential equations; explicit solutions  general properties of solutions  and applications. Topics include explicit solutions of some non-linear equations in two variables by separation of variables and integrating factors  explicit solution of simultaneous linear equations with constant coefficients  explicit solution of some linear equations with variable forcing term by Laplace transform methods  geometric methods (description of the phase portrait)  and the fundamental existence and uniqueness theorem."
"1142","011852","Introduction to Dance Across Cultures","DAN 215","LA","No prior dance experience is necessary to succeed in this course..","Bharata Natyam  Butoh  Hip Hop  and Burmese dance are some of the movement practices that will have us travel from temples and courtyards to clubs  streets  and stages around the world. Through dance activities  readings  discussions  and viewings of filmed and live performances the course will introduce students to dance across cultures and historical periods while questioning categories such as classical  traditional  ethnic  folk  and world dance. The course meets twice a week  one class is dedicated to studio practice and one to theory. Guest artists will teach different dance forms. No prior dance experience is necessary."
"1142","000338","Architecture Design Studio","ARC 505","","","Vertical Design Studio"
"1142","004416","Projects in Instrumental Performance - Chamber Music","MUS 213","LA","Enrollment by application and audition. Auditions will be held on Thursday  November 15  2012  6:00 - 9:00 p.m. in Room 102  Woolworth Center. Only complete groups may audition. No exceptions will be made for students abroad or absent for any other reason. Students will be allowed to receive credit for the course twice and to audit the course only once. (Signup sheet is on the Bulletin Board near Room 101 Woolworth.) Contact Gregory D. Smith (609) 258-6078 or gsmith@princeton.edu for further details..","Instrumental chamber music class of the standard repertory of the 18th  19th  and 20th centuries. Preparation for performance of ensembles. Each ensemble's repertoire will be determined in consultation with the instructors during the first week of classes."
"1142","012440","Curious Aesthetics: Twentieth-Century American Musical Theatre","ENG 376 THR 376","LA","","The musical possesses unique conventions of form and narrative. Focusing primarily on the American musical post-WWII  this course will look at the phenomenon of musical theatre  analyzing musicals both as texts and as performances. We will use a variety of critical methods to address a number of related questions  including: how do musicals work on audiences? What kinds of cultural work do musicals do? What about the experiences and form of musical theatre  the friction or fusion of song  dance  and script  makes it enduringly popular and perhaps particularly American?"
"1142","008057","Families","SOC 240","SA","","Selected topics in the sociology of family life including family diversity  gender and household division of labor  demography and history of family life  and the role of the state and social policy."
"1142","009123","Computer Vision","COS 429","","COS 217 and COS 226. The course will require programming (in C  C++  and/or Matlab)  as well as some background in data structures  linear algebra and probability. Experience with computer graphics is useful  but not necessary..","This course is an introduction to the concepts of 2D and 3D computer vision. It surveys a wide range of topics from level-level vision to high-level recognition. We will discuss concepts such as filtering and edge detection; cameras and shape reconstruction; segmentation and clustering; optical flow and tracking; object recognition; motion recognition; statistical modeling of visual data  etc. Throughout the course  there will also be examination of aspects of human vision and perception that guide and inspire computer vision techniques."
"1142","004536","Introduction to Historiography of Technology - Readings in the History of Technology","HOS 598 HIS 598","","","This graduate course introduces students to scholarly literature in the history of technology. Readings include classic texts as well as more recent scholarship  and demonstrate a variety of approaches to the tasks of thinking and writing about technology from a historical perspective. This course is intended for graduate students enrolled in historically-oriented departments or programs."
"1142","010982","Animal Learning and Decision Making: Psychological  Computational and Neural Perspectives","PSY 338 NEU 338","EC","PSY 208 or 258 or 259  or equivalent introduction to neuroscience  or instructor's permission. Computational or programming background not necessary (but useful)..","Course designed to expose students to a modern  integrative view of animal learning phenomena from experimental psychology  through the lens of computational models and current neuroscientific knowledge. At the psychological level  we will concentrate on classical and instrumental conditioning. Computationally  we will view these as exemplars of prediction learning and action selection  the pillars of reinforcement learning. Neurally  we will focus on the roles of dopamine and the basal ganglia at the systems level. Students will see how the study of animal decision making can inform us about the computations that take place in the brain."
"1142","009308","Spanish Language and Culture through Cinema","SPA 209","","SPA 107 (with instructor's permission) or SPA 108. Also open to students who have completed their Spanish language requirement through the Department's placement test or a satisfactory AP/SAT score (AP5/SP SAT ST 760)..","Spanish 209 is a course designed mainly to improve your speaking abilities while learning about Hispanic cultures and cinema. Moreover  throughout the semester there will be several writing exercises that will help you to improve your writing abilities. Every movie will be discussed in class. Additionally  each student will watch a supplementary film. By the end of the course  students should have a better command of all their linguistic skills  especially listening comprehension and speaking."
"1142","002868","Advanced French Language and Style","FRE 307","LA","A 200-level French course or permission of instructor..","To improve spoken and written French through comparative study of English and French grammatical and syntactic structures  literary translation  and reading of non-literary texts."
