termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1154","005438","Formal Political Analysis I","Kristopher W. Ramsay","POL 575","","","A rigorous introduction to choice theory  social choice theory  and non-cooperative game theory. The course serves as the first formal theory graduate course and draws on mathematics at the level of POL 502."
"1154","012303","Intensive Korean II","Ho Jung Choi","KOR 108","","KOR 103 and KOR 108 are designed as a year-long sequence. Credit for KOR 103 will not be given unless it is followed by KOR 108. Students who have completed both courses will be considered to have fulfilled the language requirement equivalent to completing two-year study of a foreign language..","A continuation of Korean 103. This course covers the 2nd Year Korean material focusing on complex grammatical structures  reading  and writing. Journals are kept for writing practice. The students who have successfully completed KOR 103 and KOR 108 will be placed in the 3rd or 4th year Korean if they wish to continue."
"1154","008332","Property  Wealth  and Equality","Steven A. Kelts","WRI 123","","","See the Princeton Writing Program website."
"1154","013141","Sources of Terror in American Literature and Culture","Alfred Bendixen","FRS 164","LA","","See website"
"1154","013094","Honors Introduction to Formal Logic","Delia G. Fara","PHI 212","EC","","Honors version of PHI 201  Introductory Logic. As such  we will go over all of the basics of introductory logic but we will proceed at a faster pace. This allows us to cover more topics and to explore in greater depth those topics that are covered by both courses. We will cover Cantor's theorem and the set-theoretic paradoxes  and we will learn tableaux as well as axiomatic proof procedures for both propositional and first-order logic. Soundness and completeness will both be covered. It is intended that those who do well in this course will be well-prepared to go on to more advanced courses in philosophical and mathematical logic."
"1154","003386","The Civilization of the High Middle Ages","William C. Jordan","HIS 344 CLA 344","HA","","In lectures  to provide my interpretation (and a conspectus of differing interpretations) of the civilization of Western Europe  11th-14th century; by the readings  to introduce students to the variety of surviving sources; through the paper  to give students a taste of doing medieval history."
"1154","008857","International Trade II","Eduardo Morales|Esteban A. Rossi-Hansberg","ECO 552","","","A continuation of ECO 551  with emphasis on current research issues. Topics vary from year to year."
"1154","011575","Seminar in Global Health and Health Policy","Kristina M. Graff|Adel A. Mahmoud|Alexander Ploss|Thomas E. Shenk","GHP 400 WWS 382 MOL 499 EEB 400","","GHP 350 or permission of instructor.","This seminar will examine three major topics in global health. Potential topics include: the importance of patents in healthcare; AIDS in America; synthetic biology and biosafety; vaccine safety; the business of biology; the state of US healthcare; healthcare in emerging economies; and drug discovery and development."
"1154","012350","Topics in Automorphic Forms - Automorphic forms and special values of L-functions","Christopher M. Skinner","MAT 518","","Undergraduates must obtain permission of instructor..","This course will cover some recent applications of the arithmetic of automorphic forms to questions about special values of L-functions. Particular attention will be given to L-functions of elliptic curves and modular forms."
"1154","001461","Industrial Organization and Public Policy II","Jan K. De Loecker|Eduardo Morales","ECO 542","","","Theoretical and empirical study of the public regulation and deregulation of rate of return  prices  and entry in public utilities and franchise oligopolies. Theory and practice of antitrust policy is examined  including some elements of antitrust law. In addition  regulation of product quality  advertising  and safety is examined. This course draws heavily on material developed in 541."
"1154","005131","Advanced Physics (Electromagnetism)","M. Zahid Hasan|Peter D. Meyers","PHY 106","STL","PHY 103 or PHY 105..","This course features the classical theory of electricity and magnetism  with emphasis on the unification of these forces through the special theory of relativity. While the subject matter is similar to that of PHY 104  the treatment is more sophisticated. The topics also include DC and AC circuits and the electromagnetic behavior of matter."
"1154","011130","Sociology From E Street: Bruce Springsteen's America","Mitchell Duneier|Alessandro Portelli","SOC 205","SA","","New Jersey's Bruce Springsteen and his E-Street Band chronicle life in the U.S. focusing on a range of topics from loneliness  community  and freedom  to teenage pregnancy  street car racing  girl watching  and the plight of veterans. Each Monday lecture will begin with one or more songs in order to focus on what sociology says about the issues they raise. During the Wednesday sessions  guests who have led lives like a character in that week's song will be interviewed in class. In keeping with Springsteen's commitment to local community and to his home state of New Jersey  the class will make a required field trip to Atlantic City."
"1154","006291","The Great Russian Novel and Beyond: Dostoevsky  Tolstoy  Chekhov  and Others","Ellen B. Chances","SLA 220 RES 220","LA","Curiosity. Knowledge of Russian not required. Open to first-year students as well as to sophomores  juniors  and seniors in any department..","An examination of significant trends in Russian literature from the 2nd half of the 19th century to the Russian Revolution and a bit beyond. The course focuses on many masterpieces of 19th & 20th-century Russian literature. The works (mostly novels) are considered from a stylistic point of view and in the context of Russian historical and cultural developments. The course also focuses on questions of values and on the eternal \"big questions\" of life that are raised in the literature. Authors read include Turgenev  Dostoevsky  Tolstoy  Chekhov  Bely  Nabokov  and Kharms."
"1154","009990","Ecology and Conservation of African Landscapes","Paula G. Kahumbu|Robert M. Pringle","EEB 380","STL","Open to students enrolled in the field semester in Kenya.","Only six percent of Africa's land area (containing a fraction of its biodiversity) is protected  and these areas are rarely large enough to sustain wildlife populations. Mostly  wildlife must share land with people also facing survival challenges. This course will explore how wildlife and people interact in Kenya  where new approaches to conservation are being developed. Lectures will cover the ecology of tropical grasslands and first principles underlying conservation and management of these landscapes. Field trips and projects will examine the dynamics between human actions and biodiversity conservation."
"1154","005339","Chinese Politics","Rory Truex","POL 362 WWS 323 EAS 362","SA","All students interested in China are welcome. No previous knowledge of China/Chinese is required..","This course provides an overview of China's political system. We will begin with a brief historical overview of China's political development from 1949 to the present. The remainder of the course will examine the key challenges facing the current generation of CCP leadership  focusing on prospects for democratization and political reform. Among other topics  we will examine: factionalism and political purges; corruption; avenues for political participation; village elections; public opinion; protest movements and dissidents; co-optation of the business class; and media and internet control."
"1154","008353","Sex on the Brain","Joseph R. Califf","WRI 143","","","See the Princeton Writing Program website."
"1154","012702","Fundamentals of Nanophotonics","Alejandro W. Rodriguez","ELE 561 PHY 565 MSE 556","","Knowledge of basic linear algebra and differential equations at the undergraduate level is assumed. Prior knowledge of quantum mechanics is not required  but helpful..","Introduction to theoretical techniques for understanding and modeling nanophotonic systems  emphasizing important algebraic properties of Maxwell's equations. Topics covered include Hermitian eigensystems  photonic crystals  Bloch's theorem  symmetry  band gaps  omnidirectional reflection  localization and mode confinement of guided and leaky modes. Techniques covered include Green's functions  density of states  numerical eigensolvers  finite-difference and boundary-element methods  coupled-mode theory  scattering formalism  and perturbation theory. The course explores application of these techniques to current research problems."
"1154","012744","Embodied Computation","Ryan L. Johns","ARC 596","","The emphasis is on learning new methods of developing design  and there are no prerequisites  but a strong motivation to tackle new knowledge and work in an experimental design setting is expected.","Computational design is often presented as a problem solving tool for design implementation rather than as an integral part of design conceptualization and exploration. This seminar focuses on approaching computational design from the conceptual design direction extending existing or defining novel models of design along the way. A strong emphasis is put on prototyping as a mode of design iteration using both computational prototypes and computationally generated physical prototypes as embodiments of the design process."
"1154","009654","Numerical Algorithms for Scientific Computing","Michael E. Mueller|James M. Stone","APC 523 AST 523 MAE 507","","","A broad introduction to numerical algorithms used in scientific computing. The course will begin with a review of the basic principles of numerical analysis  including sources of error  stability and convergence of algorithms. The theory and implementation of techniques for linear and nonlinear systems of equations  and ordinary and partial differential equations will be covered in detail. Examples of the application of these methods to problems in physics  astrophysics and other disciplines will be given. Issues related to the implementation of efficient algorithms on modern high-performance computing systems will be discussed."
"1154","001480","Research Program in Development Studies","Ilyana Kuziemko","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1154","004085","The Eighteenth Century in Europe","April Alliston","COM 553 ENG 546","","","This year's topic is \"Reading Characters: Clarissa in Context.\" The seminar will consider the development of the modern novel during the European Enlightenment as a narrative epistemology of character  through an intensive reading of Richardson's Clarissa. Interpreting this seminal work in the context of contemporary British and European texts and recent criticism and theory will help us observe the relation of literary genres to pervasive ideas of the period surrounding gender and identity politics  probability  sensibility  nationalism  etc.--major trends in Western literary  cultural and intellectual history still resonant today."
"1154","012060","Mathematics for Economics/Life Sciences","Nora Konnyu|Mark W. McConnell","MAT 175","QR","MAT103 or equivalent..","Survey of topics from multivariable calculus as preparation for future course work in economics or life sciences. Topics include basic techniques of integration  average value  vectors  partial derivatives  gradient  optimization of multivariable functions  and constrained optimization with Lagrange multipliers."
"1154","006515","Religion and Public Life","Robert J. Wuthnow","SOC 527","","","Presentation and critical discussion of empirical research in progress by participants. Focuses on the use of social science methods in the study of religion and on applications of recently published work about religion and society. Includes an emphasis on religion and public policy in the U. S. and in comparative perspective."
"1154","007243","How to Make a Film","Keith J. Sanborn","VIS 262","LA","This course is now open enrollment.","A film can be fictional or documentary  but there are also many other ways to tell a story. Through hands-on studio work  screenings  critical readings and group critiques  this course teaches the basic tools and approaches for film production with digital media including writing  camerawork  sound  editing  and postproduction. Technical instruction paired with conceptual frameworks will give you the means to find your visual storytelling voice and your filmmaker's point of view."
"1154","013078","Things","D. Graham Burnett","HIS 499","HA","","A review of recent thinking/writing about objects; an effort to experiment with activations of this work. Our course will explore approaches to material culture from the early modern period to the present  with particular attention to new philosophical and anthropological perspectives. Historical questions will be paramount  but aesthetic and epistemological problems will also be engaged. Guided by diverse readings  we will endeavor to heed Wordsworth's bold injunction--to \"see into the life of things.\""
"1154","006218","Seminar in Romance Linguistics and/or Literary Theory - The Literary Fantastic","Thomas A. Trezise","FRE 583 COM 583","","","A seminar on the fantastic in 19th- and 20th-century fiction and related theorectical texts. Issues to be discussed include the fantastic in relation to other genres  the cognitive challenges it poses  its major thematic preoccupations  the importance of reception  and critical approaches drawing on philosophy  pychoanalysis and literary theory."
"1154","010138","Roman Elegy from Catullus to Ovid","Melissa Haynes","LAT 342","LA","","Selections from Latin elegy focusing on the writings of Propertius."
"1154","012913","Effective Mathematical Communication","Christine J. Taylor","MAT 500","","For second-year graduate students..","This course is for second-year graduate students to help them develop their writing and speaking skills for communicating mathematics in a wide variety of settings  including teaching  grant applications  teaching statement  research statement  talks aimed at a general mathematical audience  and seminars  etc. In addition  responsible conduct in research (RCR) training is an integral part of this course."
"1154","009392","Special Studies in Modernism - The Avant-Garde","Joshua I. Kotin|Efthymia Rentzou","ENG 567 FRE 567","","","This course examines the major avant-garde movements of the first half of the 20th century--Futurism  Dadaism  Surrealism  Constructivism  etc.--as well as proto avant-garde movements. The seminar's methodology will be comparative and transnational  bringing together texts and artworks from a range of linguistic and national contexts. The seminar will also have a strong theoretical component and will integrate and evaluate theories of the avant-garde."
"1154","007219","Introductory Painting","Eve M. Aschheim|Louis V. Cameron","VIS 204 ARC 328","LA","","An introduction to the materials and methods of painting. The areas to be covered are color and its interaction  the use of form and scale  painting from a model  painting objects with a concern for their mass and interaction with light."
"1154","003578","Readings in American History: World War I to the Present","Margot Canaday","HIS 590","","","Fourth in a sequence of core courses in United States history  this course is designed to provide a comprehensive introduction to the literature and problems of American history since World War I."
"1154","007000","Topics in Policy Analysis (Half-Term) - Political Economy of Education Finance","Thomas Romer","WWS 594","","","Providing primary and secondary education absorbs over 20% of state and local government expenditures in the U.S. The magnitude of spending needs and the large disparities in economic capabilities across school districts create great challenges for financing public education. Financing schools has become an arena for debate not only about education but also about redistribution. Course studies the political  legal  and economic challenges involved in education finance and the diverse ways being attempted to cope with them."
"1154","000591","Masters and Movements of 20th-Century Photography","Anne McCauley","ART 348","LA","This course does not require a background in art history  although previous coursework in twentieth-century art or history would be helpful..","By focusing on six major figures  this course examines the ways that photography was transformed from a poor stepchild of the fine arts to a staple of museum exhibitions. Students will consider such topics as the impact of abstraction on photography; the interactions between art photography and the new print and cinematic mass media; and development of photographic collections and criticism. The careers of Stieglitz  Moholy-Nagy  Weston  Walker Evans  Frank  and Jeff Wall will form springboards for broader discussions of photography's critical importance for twentieth-century thinking about the real and the imaginary."
"1154","004988","Dissertation Seminar","Elizabeth Harman|Sarah-Jane Leslie","PHI 599","","","Open to post-generals students actively working on their dissertations. The seminar aims at assisting students in the research and writing and at developing their teaching skills by improving their ability to present advanced material to less expert audiences. Students will make presentations of work in progress  discuss each other's work  and share common pedagogical problems and solutions under the guidance of one or more faculty members. It will meet for two hours each week throughout the academic year."
"1154","004537","Special Topics in the History of Science  Technology  and Medicine - Global Science","Michael D. Gordin","HOS 599 HIS 599","","","A distinctive feature of science (in its multiple designations in different cultures) is its geographical unrootedness. Historiographical schools over the past fifty years have experimented with designations for science's trans-local qualities - national styles of science  international science  cosmopolitanism  the Republic of Letters  and so on - with varying degrees of success. This graduate seminar explores the utility of taking a global approach to the history of science. We will explore recent scholarship on topics spanning from colonialism to translation  oceans to hygiene  nationalism to military technology."
"1154","013054","Art and Science of Motorcycle Design","Michael G. Littman","FRS 106","STL","","See website"
"1154","010473","God of Many Faces: Comparative Perspectives on Migration and Religion","Patricia Fernández-Kelly","SOC 340 REL 390","SA","","Immigrants often experience discrimination in areas of destination. Religion can strengthen their sense of worth  particularly when the circumstances surrounding departure from the country of origin are traumatic  as with exiles and refugees. We take a comparative approach and use examples from the United States  Asia  Europe  and Latin America. The course broaches questions such as: how does religion transform (and how is it transformed by) the immigrant experience? When is religion used to combat stereotypes? Are there differences between the way men and women or dominant groups and racial minorities understand religion?"
"1154","003400","Modern Jewish History: 1750-Present","Yaacob Dweck","HIS 359 JDS 359","HA","","This course surveys the breadth of Jewish experience from the era of the Enlightenment to the contemporary period. Tracing the development of Jewish cultures and communities in Europe  the Middle East  and the United States against the background of general history  the lectures focus on themes such as the transformation of Jewish identity  the creation of modern Jewish politics  the impact of anti-semitism  and the founding of the State of Israel."
"1154","011029","Modeling Tools for Cell and Developmental Biology","Stanislav Y. Shvartsman","QCB 511 CBE 511","","Undergraduate differential equations and molecular biology.","The course provides students with conceptual and technical methods for constructing and analyzing mathematical and computational models of processes in cells and tissues. The course covers models of cell cycle  metabolism  and signal transduction. We will cover the basic ideas of dynamical systems  biochemical kinetics  and stochastic processes. These tools will be applied to explore dynamics in systems such as bacteria infected by viruses and animal embryos. Students will also work on research projects based on the publications that demonstrated how experiments and theory can be successfully combined in studies of biological systems."
"1154","004927","Philosophy of Art","Alexander Nehamas","PHI 326 HUM 326 COM 363","LA","","Beauty  Art  and Ethics: Ever since Plato's REPUBLIC  the arts have been the target of ethical criticisms. Beauty  in particular  has been looked at with deep suspiciousness. We will examine these criticisms  discuss whether the aesthetics status of art renders it immune to them  and consider in detail the case --not of the fine but-- of the popular arts  in particular  television  which gives such criticisms an unexpected immediacy and leads to many of the most important problems of aesthetics."
"1154","004158","Honors Analysis (Single Variable)","Jeffrey S. Case","MAT 215","QR","","An introduction to the mathematicsal discipline of analysis  to prepare for higher-level course work in the department. Topics include rigorous epsilon-delta treatment of limits  convergence  and uniform convergence of sequences and series. Continuity  uniform continuity  and differentiability of functions. The Heine-Borel Theorem. The Rieman integral  conditions for integrability of functions and term by term differentiation and integration of series of functions  Taylor's Theorem."
"1154","012326","Intermediate Urdu II","Fauzia Farooqui","URD 107","","URD 105 or equivalent proficiency. See instructor..","This is a continuing proficiency-based course which refines and expands previously acquired linguistic skills in culturally authentic contexts. Focus is on expanding vocabulary  mastering more complex grammatical structures  and acquiring idiomatic expressions. Use of authentic Urdu materials from print and electronic media  literature  and films. Equal emphasis on all skills (speaking  listening  reading  and writing). Various aspects of the target language culture will be integrated with instruction. Activities will be conducted in Urdu and classes will be interactive."
"1154","013152","Human  Animal  Machine","Katie Chenoweth","FRE 514 COM 518","","","This seminar examines the mechanical and animal heart of Renaissance humanism and the Renaissance \"human.\" From Leonardo da Vinci's mechanistic anatomies and Erasmus's animal dialogues to Ambroise Paré's prosthetics  Montaigne's cat  and Descartes's bête-machine doctrine  we explore the ways in which the emergent category of the human is constituted through (and haunted by) a relation to nonhuman worlds. Special attention is paid to the technologization of the body in print  from anatomy to typography. Readings in posthumanism  animal studies  and the philosophy of technology."
"1154","009205","American Revolutions","Dov Weinryb Grohsgal","WRI 184","","","See the Princeton Writing Program website."
"1154","010960","Born in the U.S.A.: Culture and Reproduction in Modern America","Elizabeth M. Armstrong","GSS 420 SOC 420","SA","","Reproduction is a basic biological process  as well as a fundamental one for all societies. While the biology of human reproduction is universal across time and place  cultural norms and social institutions powerfully inflect and shape the experience of pregnancy and childbirth in every society. This course investigates the history and sociology of reproduction  focusing on the contemporary United States  but with an eye toward other societies for comparison. How  why  and for whom does birth matter? How do reproductive practices reflect gender  race  and class? The course examines the culture  politics  and economics of reproduction."
"1154","010405","Race and Public Policy","Douglas S. Massey","WWS 331 SOC 312 AAS 317","SA","","Analyzes the historical construction of race as a concept in American society  how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures  and the progress that has been made in dismantling racialized institutions since the civil rights era."
"1154","010535","Engineering Projects in Community Service (EPICS)","Jay B. Benziger|Michael G. Littman","EGR 351","","Completion of EGR 350.","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1154","010496","Latin American Studies Seminar - Brazilian Cinema Novo and Beyond","Richard Peña","LAS 403 POR 410","LA","","A close examination of the most important Latin American film movement  Brazil's \"Cinema Novo\" (New Cinema)  an explosive blend of innovative cinematic style and political critique from the mid-`50s until the early `70s. Simultaneous developments in the visual arts  theater  music and literature will also be addressed."
"1154","009043","Ethics of Persuasion  The","Kristin Dombek","WRI 173","","","See the Princeton Writing Program website."
"1154","004339","Advanced Syntax","Robert A. Freidin","LIN 412","EC","LIN 302 or by application.","How Chomsky's minimalist program has revolutionized syntactic theory and the study of language more generally. Explication and evaluation of minimalist approaches to syntactic derivation and representation  including the role of economy and other principles of efficient computation. One focus will be the empirical basis of these proposals."
"1154","003143","Advanced German","Joel B. Lande ","GER 107","","GER 105 or permission of instructor..","Continues improvement of proficiency in speaking  listening  reading  and writing using texts  online media  and other sources as a basis for class discussion. Grammar review is included. Conducted in German."
"1154","004956","The Philosophy of Kant - Critique of Pure Reason","Desmond P. Hogan","PHI 502","","","A study of central themes of Kant's Critique of Pure Reason  focusing on the Transcendental Dialectic and Doctrine of Method sections of the work."
"1154","009169","Intermediate Swahili II","Mahiri Mwita","SWA 107","","Intermediate Swahili I (SWA 105) or the equivalent level of proficiency..","This course emphasizes conversational fluency and increased facility in reading and writing skills while introducing students to Swahili literature. This literature forms the basis for a survey on cultural aspects and more advanced grammer. Students will be able to understand and analyze the main ideas and significant details of materials in Swahili such as media articles  short stories  poetry  short novels  films and plays illustrative of East African cultural issues. Covers advanced-level Swahili grammar  as well as the development of expository writing skills."
"1154","004966","Problems of Philosophy - Modal Logic as Metaphysics","Delia G. Fara|Gilbert H. Harman","PHI 523","","","We will spend this semester reading Timothy Williamson's book \"Modal Logic as Metaphysics \" and will supplement with background readings as appropriate."
"1154","007996","Fundamentals of Statistics","Samory K. Kpotufe","ORF 245 EGR 245","QR","MAT 201 concurrent or equivalent.","A first introduction to probability and statistics. This course will provide background to understand and produce rigorous statistical analysis including estimation  confidence intervals  hypothesis testing and regression. Applicability and limitations of these methods will be illustrated in the light of modern data sets and manipulation of the statistical software R. Precepts are based on real data analysis."
"1154","012597","Global History: The Modern Middle East","Cyrus Schayegh","NES 412","HA","","Although the Middle East is often seen as exceptional  it is part of our globe: through connections and in being part of worldwide processes. This seminar's double goal is to study the Middle East from this perspective  and thereby also to explore how the modern world emerged. We will use Irye  Osterhammel  and Rosenberg  ed.  A History of the World  2 vols.  covering 1870 to the present  as the backbone of the course; and in parallel read case studies on the Middle East in the world  including global cultural patterns  social webs  economic ties  imperial action  state building and international system  and the spread of political ideas."
"1154","011543","Religions of Late Antiquity Workshop","AnneMarie Luijendijk","REL 526","","REL 525.","A weekly  year-long workshop providing students in the Religions of Late Antiquity with the opportunity to present their current research for discussion. Note: REL 525 (fall) and REL 526 (spring) constitute this year-long workshop. In order to receive credit and/or a grade  students must take the course both semesters."
"1154","010061","Topics in Policy Analysis (Half-Term) - Foreign Aid Policy: Design  Programming & Implementation","Ethan B. Kapstein","WWS 594","","","This class examines foreign aid policy from a practitioner's perspective  it examines the 'nuts and bolts' of foreign aid  including: What is the aid 'architecture'? How are aid priorities established  how is aid structured? How are programs designed and implemented? What is the relationship between donors and recipients? What are some of the 'big ideas' shaping the aid community? Students will gain a deeper understanding of how the aid community works and learn to think critically about which forms of assistance are appropriate given country constraints and opportunities."
"1154","000525","Between Renaissance and Revolution: Baroque Art in Europe","Susanna C. Berger","ART 209 HUM 208","LA","","This courses surveys the painting  sculpture  and architecture of 17th-century Europe. Lectures introduce important works in relation to developments in religion  politics  science  and culture throughout this period. The course addresses the artistic achievements of Caravaggio  Poussin  Bernini  Borromini  Rubens  Vélazquez  and other major artists and architects. We will explore questions such as why Caravaggio's contemporaries referred to him as an \"evil genius \" and how Galileo's early artistic training proved to be integral to his scientific discoveries. We will examine artworks in Princeton  Philadelphia  and New York museums."
"1154","000382","Advanced Topics in Modern Architecture - History and Theory of Architecture and Climate","Stanley T. Allen","ARC 576","","","Architects have long been concerned with the relationship of a building to its climate. Focused on the decade immediately following World War II  before mechanical HVAC systems were affordable or widespread  this seminar explores the archive of methodological experiments and technological devices that were intended to refine the climatic performance of a building. Many of these explorations took place at Princeton  in architecture and elsewhere. We also explore the conceptual frameworks that allow us to consider these architectural experiments in light of the historiographic and epistemological challenges posed by climate change."
"1154","009513","Elementary Hindi and Urdu II","Fauzia Farooqui","HIN 102 URD 102","","HIN/URD 101 or the equivalent level of proficiency..","This course provides the second semester of training in Hindi and Urdu  allowing students to acquire linguistic skills in culturally authentic contexts. Equal emphasis is placed on both Hindi and Urdu  including writing systems  vocabulary  and culture. Course will focus on using language for genuine communication. Students will be able to read and write both Hindi and Urdu scripts  communicate in social situations  and narrate in all three time frames: past  present and future. Classes are interactive."
"1154","013077","Global Intellectuals: How Thinkers and their Books Shaped the World","Jeremy I. Adelman","HIS 412","HA","","How have big books shaped how we think about the world? This course will survey some of the most influential to affect how we think about our planet. Each case study will ask students to consider the biography of the author  their historical context  the book itself  and its effects on the public and policy worlds. Since this is a research seminar  each student will be asked to apply their skills to a case study of their choosing in consultation with me. The final two weeks of the semester will be devoted to shared readings of pre-circulated materials from sources the students have chosen for their case studies."
"1154","010597","Intensive Portuguese","Nicola T. Cooney|Megwen M. Loveless","POR 110","","","An intensive course designed for students who have fulfilled the language requirement in Spanish or another Romance language. Knowledge of one of these languages provides the basis for the accelerated learning of Portuguese. This one-semester 'crash' course teaches fundamental communication skills--comprehension  speaking  reading and writing--and some exposure to cultural aspects of the Portuguese-speaking world  but does not offer an in-depth study of grammar."
"1154","013064","Introduction to Jewish Cultures","Lital Levy","COM 202 JDS 203","LA","","This introductory course focuses on the cultural syncretism and the global diversity of Jewish experience. It provides a comparative understanding of Jewish culture from antiquity to the present  examining how Jewish culture has emerged through the interaction of Jews and non-Jews  engaging a wide spectrum of cultures throughout the Jewish world  and following representations of key issues such as sexuality or the existence of God in different eras. The course's interdisciplinary approach covers Bible and Talmud  Jewish mysticism  Zionism  Jewish cinema  music  food  modern literature  and graphic arts. All readings and films are in English."
